YEAR,MONTH,DAY_NAME,INTERVAL_TIME,PRODUCTION_METHOD,Count
2021,Mar,Tuesday,16:00 - 17:59,Third Party,7
2021,Mar,Tuesday,18:00 - 19:59,Genius Live Plus,1
2021,Mar,Tuesday,18:00 - 19:59,Genius Live Production,10
2021,Mar,Tuesday,18:00 - 19:59,MyCujoo,2
2021,Mar,Tuesday,18:00 - 19:59,Third Party,8
2021,Mar,Tuesday,20:00 - 21:59,Genius Live Plus,1
2021,Mar,Tuesday,20:00 - 21:59,Third Party,2
2021,Mar,Tuesday,22:00 - 23:59,Third Party,7
2021,Mar,Tuesday,4:00 - 5:59,MyCujoo,3
2021,Mar,Tuesday,6:00 - 7:59,Genius Live Production,10
2021,Mar,Tuesday,6:00 - 7:59,MyCujoo,3
2021,Mar,Tuesday,6:00 - 7:59,Third Party,26
2021,Mar,Tuesday,8:00 - 9:59,Genius Live Production,17
2021,Mar,Tuesday,8:00 - 9:59,MyCujoo,8
2021,Mar,Tuesday,8:00 - 9:59,Third Party,43
2021,Mar,Wednesday,00:00 - 1:59,Third Party,10
2021,Mar,Wednesday,10:00 - 11:59,Genius Live Production,23
2021,Mar,Wednesday,10:00 - 11:59,MyCujoo,13
2021,Mar,Wednesday,10:00 - 11:59,Third Party,74
2021,Mar,Wednesday,12:00 - 13:59,Genius Live Production,20
2021,Mar,Wednesday,12:00 - 13:59,MyCujoo,3
2021,Mar,Wednesday,12:00 - 13:59,Third Party,26
2021,Mar,Wednesday,14:00 - 15:59,Genius Live Plus,4
2021,Mar,Wednesday,14:00 - 15:59,Genius Live Production,11
2021,Mar,Wednesday,14:00 - 15:59,Third Party,11
2021,Mar,Wednesday,16:00 - 17:59,Genius Live Plus,25
2021,Mar,Wednesday,16:00 - 17:59,Genius Live Production,49
2021,Mar,Wednesday,16:00 - 17:59,Third Party,41
2021,Mar,Wednesday,18:00 - 19:59,Genius Live Plus,8
2021,Mar,Wednesday,18:00 - 19:59,Genius Live Production,35
2021,Mar,Wednesday,18:00 - 19:59,MyCujoo,17
2021,Mar,Wednesday,18:00 - 19:59,Third Party,28
2021,Mar,Wednesday,2:00 - 3:59,Third Party,6
2021,Mar,Wednesday,20:00 - 21:59,Genius Live Production,9
2021,Mar,Wednesday,22:00 - 23:59,MyCujoo,2
2021,Mar,Wednesday,22:00 - 23:59,Third Party,15
2021,Mar,Wednesday,4:00 - 5:59,MyCujoo,6
2021,Mar,Wednesday,6:00 - 7:59,Genius Live Production,13
2021,Mar,Wednesday,6:00 - 7:59,MyCujoo,5
2021,Mar,Wednesday,6:00 - 7:59,Third Party,10
2021,Mar,Wednesday,8:00 - 9:59,Genius Live Production,21
2021,Mar,Wednesday,8:00 - 9:59,MyCujoo,11
2021,Mar,Wednesday,8:00 - 9:59,Third Party,23
2021,Mar,Thursday,00:00 - 1:59,Third Party,19
2021,Mar,Thursday,10:00 - 11:59,Genius Live Production,17
2021,Mar,Thursday,10:00 - 11:59,MyCujoo,2
2021,Mar,Thursday,10:00 - 11:59,Third Party,25
2021,Mar,Thursday,12:00 - 13:59,Genius Live Production,16
2021,Mar,Thursday,12:00 - 13:59,Third Party,26
2021,Mar,Thursday,14:00 - 15:59,Genius Live Production,7
2021,Mar,Thursday,14:00 - 15:59,Third Party,14
2021,Mar,Thursday,16:00 - 17:59,Genius Live Plus,3
2021,Mar,Thursday,16:00 - 17:59,Genius Live Production,19
2021,Mar,Thursday,16:00 - 17:59,Third Party,7
2021,Mar,Thursday,18:00 - 19:59,Genius Live Plus,3
2021,Mar,Thursday,18:00 - 19:59,Genius Live Production,27
2021,Mar,Thursday,18:00 - 19:59,Third Party,8
2021,Mar,Thursday,2:00 - 3:59,Third Party,8
2021,Mar,Thursday,20:00 - 21:59,Genius Live Production,2
2021,Mar,Thursday,22:00 - 23:59,Third Party,4
2021,Mar,Thursday,4:00 - 5:59,MyCujoo,2
2021,Mar,Thursday,6:00 - 7:59,Genius Live Production,8
2021,Mar,Thursday,6:00 - 7:59,MyCujoo,2
2021,Mar,Thursday,6:00 - 7:59,Third Party,8
2021,Mar,Thursday,8:00 - 9:59,Genius Live Production,18
2021,Mar,Thursday,8:00 - 9:59,MyCujoo,4
2021,Mar,Thursday,8:00 - 9:59,Third Party,14
2021,Mar,Friday,00:00 - 1:59,Third Party,3
2021,Mar,Friday,10:00 - 11:59,Genius Live Plus,1
2021,Mar,Friday,10:00 - 11:59,Genius Live Production,3
2021,Mar,Friday,10:00 - 11:59,MyCujoo,1
2021,Mar,Friday,10:00 - 11:59,Third Party,37
2021,Mar,Friday,12:00 - 13:59,Genius Live Production,3
2021,Mar,Friday,12:00 - 13:59,Third Party,23
2021,Mar,Friday,14:00 - 15:59,Genius Live Production,14
2021,Mar,Friday,14:00 - 15:59,Third Party,15
2021,Mar,Friday,16:00 - 17:59,Genius Live Plus,2
2021,Mar,Friday,16:00 - 17:59,Genius Live Production,29
2021,Mar,Friday,16:00 - 17:59,Third Party,13
2021,Mar,Friday,18:00 - 19:59,Genius Live Plus,1
2021,Mar,Friday,18:00 - 19:59,Genius Live Production,10
2021,Mar,Friday,18:00 - 19:59,Third Party,14
2021,Mar,Friday,2:00 - 3:59,Third Party,1
2021,Mar,Friday,20:00 - 21:59,Genius Live Plus,1
2021,Mar,Friday,20:00 - 21:59,Genius Live Production,6
2021,Mar,Friday,22:00 - 23:59,Third Party,12
2021,Mar,Friday,4:00 - 5:59,Third Party,1
2021,Mar,Friday,6:00 - 7:59,MyCujoo,3
2021,Mar,Friday,6:00 - 7:59,Third Party,10
2021,Mar,Friday,8:00 - 9:59,MyCujoo,3
2021,Mar,Friday,8:00 - 9:59,Third Party,31
2021,Mar,Saturday,00:00 - 1:59,Genius Live Production,4
2021,Mar,Saturday,00:00 - 1:59,Third Party,8
2021,Mar,Saturday,10:00 - 11:59,Genius Live Production,9
2021,Mar,Saturday,10:00 - 11:59,MyCujoo,3
2021,Mar,Saturday,10:00 - 11:59,Third Party,29
2021,Mar,Saturday,12:00 - 13:59,Genius Live Plus,6
2021,Mar,Saturday,12:00 - 13:59,Genius Live Production,27
2021,Mar,Saturday,12:00 - 13:59,MyCujoo,5
2021,Mar,Saturday,12:00 - 13:59,Third Party,20
2021,Mar,Saturday,14:00 - 15:59,Genius Live Plus,2
2021,Mar,Saturday,14:00 - 15:59,Genius Live Production,56
2021,Mar,Saturday,14:00 - 15:59,Third Party,13
2021,Mar,Saturday,16:00 - 17:59,Genius Live Plus,12
2021,Mar,Saturday,16:00 - 17:59,Genius Live Production,92
2021,Mar,Saturday,16:00 - 17:59,Third Party,51
2021,Mar,Saturday,18:00 - 19:59,Genius Live Plus,14
2021,Mar,Saturday,18:00 - 19:59,Genius Live Production,79
2021,Mar,Saturday,18:00 - 19:59,MyCujoo,16
2021,Mar,Saturday,18:00 - 19:59,Third Party,35
2021,Mar,Saturday,2:00 - 3:59,Genius Live Production,4
2021,Mar,Saturday,2:00 - 3:59,Third Party,8
2021,Mar,Saturday,20:00 - 21:59,MyCujoo,2
2021,Mar,Saturday,20:00 - 21:59,Third Party,13
2021,Mar,Saturday,22:00 - 23:59,MyCujoo,5
2021,Mar,Saturday,22:00 - 23:59,Third Party,10
2021,Mar,Saturday,4:00 - 5:59,MyCujoo,4
2021,Mar,Saturday,4:00 - 5:59,Third Party,21
2021,Mar,Saturday,6:00 - 7:59,MyCujoo,2
2021,Mar,Saturday,6:00 - 7:59,Third Party,31
2021,Mar,Saturday,8:00 - 9:59,Genius Live Production,6
2021,Mar,Saturday,8:00 - 9:59,MyCujoo,6
2021,Mar,Saturday,8:00 - 9:59,Third Party,49
2021,Apr,Sunday,00:00 - 1:59,Genius Live Production,2
2021,Apr,Sunday,00:00 - 1:59,MyCujoo,3
2021,Apr,Sunday,00:00 - 1:59,Third Party,14
2021,Apr,Sunday,10:00 - 11:59,Genius Live Production,9
2021,Apr,Sunday,10:00 - 11:59,Third Party,27
2021,Apr,Sunday,12:00 - 13:59,Genius Live Production,10
2021,Apr,Sunday,12:00 - 13:59,MyCujoo,2
2021,Apr,Sunday,12:00 - 13:59,Third Party,30
2021,Apr,Sunday,14:00 - 15:59,Genius Live Plus,1
2021,Apr,Sunday,14:00 - 15:59,Genius Live Production,25
2021,Apr,Sunday,14:00 - 15:59,Third Party,29
2021,Apr,Sunday,16:00 - 17:59,Genius Live Production,21
2021,Apr,Sunday,16:00 - 17:59,Third Party,18
2021,Apr,Sunday,18:00 - 19:59,Genius Live Production,3
2021,Apr,Sunday,18:00 - 19:59,MyCujoo,3
2021,Apr,Sunday,18:00 - 19:59,Third Party,12
2021,Apr,Sunday,2:00 - 3:59,Third Party,7
2021,Apr,Sunday,20:00 - 21:59,Third Party,4
2021,Apr,Sunday,22:00 - 23:59,Third Party,6
2021,Apr,Sunday,4:00 - 5:59,Third Party,56
2021,Apr,Sunday,6:00 - 7:59,Genius Live Production,2
2021,Apr,Sunday,6:00 - 7:59,MyCujoo,1
2021,Apr,Sunday,6:00 - 7:59,Third Party,44
2021,Apr,Sunday,8:00 - 9:59,Genius Live Production,8
2021,Apr,Sunday,8:00 - 9:59,MyCujoo,2
2021,Apr,Sunday,8:00 - 9:59,Third Party,22
2021,Apr,Monday,00:00 - 1:59,Third Party,2
2021,Apr,Monday,10:00 - 11:59,Genius Live Production,3
2021,Apr,Monday,10:00 - 11:59,Third Party,29
2021,Apr,Monday,12:00 - 13:59,Genius Live Production,4
2021,Apr,Monday,12:00 - 13:59,Third Party,24
2021,Apr,Monday,14:00 - 15:59,Genius Live Plus,2
2021,Apr,Monday,14:00 - 15:59,Genius Live Production,4
2021,Apr,Monday,14:00 - 15:59,Third Party,10
2021,Apr,Monday,16:00 - 17:59,Genius Live Plus,6
2021,Apr,Monday,16:00 - 17:59,Genius Live Production,3
2021,Apr,Monday,16:00 - 17:59,Third Party,10
2021,Apr,Monday,18:00 - 19:59,Genius Live Plus,1
2021,Apr,Monday,18:00 - 19:59,Genius Live Production,1
2021,Apr,Monday,18:00 - 19:59,Third Party,3
2021,Apr,Monday,2:00 - 3:59,MyCujoo,1
2021,Apr,Monday,2:00 - 3:59,Third Party,1
2021,Apr,Monday,20:00 - 21:59,Third Party,1
2021,Apr,Monday,22:00 - 23:59,MyCujoo,4
2021,Apr,Monday,22:00 - 23:59,Third Party,4
2021,Apr,Monday,6:00 - 7:59,MyCujoo,2
2021,Apr,Monday,6:00 - 7:59,Third Party,17
2021,Apr,Monday,8:00 - 9:59,Genius Live Production,1
2021,Apr,Monday,8:00 - 9:59,MyCujoo,2
2021,Apr,Monday,8:00 - 9:59,Third Party,16
2021,Apr,Tuesday,00:00 - 1:59,MyCujoo,2
2021,Apr,Tuesday,10:00 - 11:59,Genius Live Production,2
2021,Apr,Tuesday,10:00 - 11:59,Third Party,42
2021,Apr,Tuesday,12:00 - 13:59,Genius Live Production,4
2021,Apr,Tuesday,12:00 - 13:59,Third Party,42
2021,Apr,Tuesday,14:00 - 15:59,Genius Live Plus,1
2021,Apr,Tuesday,14:00 - 15:59,Genius Live Production,3
2021,Apr,Tuesday,14:00 - 15:59,Third Party,18
2021,Apr,Tuesday,16:00 - 17:59,Genius Live Plus,20
2021,Apr,Tuesday,16:00 - 17:59,Genius Live Production,11
2021,Apr,Tuesday,16:00 - 17:59,Third Party,8
2021,Apr,Tuesday,18:00 - 19:59,Genius Live Plus,2
2021,Apr,Tuesday,18:00 - 19:59,Genius Live Production,4
2021,Apr,Tuesday,18:00 - 19:59,MyCujoo,1
2021,Apr,Tuesday,18:00 - 19:59,Third Party,4
2021,Apr,Tuesday,20:00 - 21:59,Genius Live Production,2
2021,Apr,Tuesday,22:00 - 23:59,MyCujoo,8
2021,Apr,Tuesday,22:00 - 23:59,Third Party,8
2021,Apr,Tuesday,6:00 - 7:59,Genius Live Production,1
2021,Apr,Tuesday,6:00 - 7:59,Third Party,33
2021,Apr,Tuesday,8:00 - 9:59,Genius Live Production,1
2021,Apr,Tuesday,8:00 - 9:59,Third Party,32
2021,Apr,Wednesday,00:00 - 1:59,MyCujoo,8
2021,Apr,Wednesday,00:00 - 1:59,Third Party,12
2021,Apr,Wednesday,10:00 - 11:59,Genius Live Production,1
2021,Apr,Wednesday,10:00 - 11:59,Third Party,52
2021,Apr,Wednesday,12:00 - 13:59,Genius Live Production,2
2021,Apr,Wednesday,12:00 - 13:59,Third Party,31
2021,Apr,Wednesday,14:00 - 15:59,Genius Live Production,7
2021,Apr,Wednesday,14:00 - 15:59,Third Party,15
2021,Apr,Wednesday,16:00 - 17:59,Genius Live Plus,2
2021,Apr,Wednesday,16:00 - 17:59,Genius Live Production,27
2021,Apr,Wednesday,16:00 - 17:59,Third Party,17
2021,Apr,Wednesday,18:00 - 19:59,Genius Live Plus,2
2021,Apr,Wednesday,18:00 - 19:59,Genius Live Production,16
2021,Apr,Wednesday,18:00 - 19:59,MyCujoo,4
2021,Apr,Wednesday,18:00 - 19:59,Third Party,3
2021,Apr,Wednesday,2:00 - 3:59,Third Party,4
2021,Apr,Wednesday,20:00 - 21:59,Genius Live Production,3
2021,Apr,Wednesday,22:00 - 23:59,MyCujoo,4
2021,Apr,Wednesday,22:00 - 23:59,Third Party,20
2021,Apr,Wednesday,6:00 - 7:59,Third Party,15
2021,Apr,Wednesday,8:00 - 9:59,Genius Live Production,1
2021,Apr,Wednesday,8:00 - 9:59,Third Party,26
2021,Apr,Thursday,00:00 - 1:59,MyCujoo,4
2021,Apr,Thursday,00:00 - 1:59,Third Party,13
2021,Apr,Thursday,10:00 - 11:59,Genius Live Production,8
2021,Apr,Thursday,10:00 - 11:59,Third Party,65
2021,Apr,Thursday,12:00 - 13:59,Genius Live Production,10
2021,Apr,Thursday,12:00 - 13:59,MyCujoo,1
2021,Apr,Thursday,12:00 - 13:59,Third Party,60
2021,Apr,Thursday,14:00 - 15:59,Genius Live Plus,2
2021,Apr,Thursday,14:00 - 15:59,Genius Live Production,7
2021,Apr,Thursday,14:00 - 15:59,Third Party,26
2021,Apr,Thursday,16:00 - 17:59,Genius Live Plus,2
2021,Apr,Thursday,16:00 - 17:59,Genius Live Production,6
2021,Apr,Thursday,16:00 - 17:59,Third Party,17
2021,Apr,Thursday,18:00 - 19:59,Genius Live Production,9
2021,Apr,Thursday,18:00 - 19:59,MyCujoo,4
2021,Apr,Thursday,18:00 - 19:59,Third Party,7
2021,Apr,Thursday,2:00 - 3:59,MyCujoo,1
2021,Apr,Thursday,2:00 - 3:59,Third Party,5
2021,Apr,Thursday,20:00 - 21:59,Third Party,2
2021,Apr,Thursday,22:00 - 23:59,MyCujoo,4
2021,Apr,Thursday,22:00 - 23:59,Third Party,12
2021,Apr,Thursday,4:00 - 5:59,Third Party,2
2021,Apr,Thursday,6:00 - 7:59,Genius Live Production,4
2021,Apr,Thursday,6:00 - 7:59,MyCujoo,1
2021,Apr,Thursday,6:00 - 7:59,Third Party,45
2021,Apr,Thursday,8:00 - 9:59,Genius Live Production,5
2021,Apr,Thursday,8:00 - 9:59,MyCujoo,2
2021,Apr,Thursday,8:00 - 9:59,Third Party,46
2021,Apr,Friday,00:00 - 1:59,MyCujoo,5
2021,Apr,Friday,00:00 - 1:59,Third Party,8
2021,Apr,Friday,10:00 - 11:59,Genius Live Plus,14
2021,Apr,Friday,10:00 - 11:59,Genius Live Production,8
2021,Apr,Friday,10:00 - 11:59,Third Party,87
2021,Apr,Friday,12:00 - 13:59,Genius Live Plus,10
2021,Apr,Friday,12:00 - 13:59,Genius Live Production,15
2021,Apr,Friday,12:00 - 13:59,Third Party,110
2021,Apr,Friday,14:00 - 15:59,Genius Live Production,8
2021,Apr,Friday,14:00 - 15:59,Third Party,20
2021,Apr,Friday,16:00 - 17:59,Genius Live Plus,2
2021,Apr,Friday,16:00 - 17:59,Genius Live Production,14
2021,Apr,Friday,16:00 - 17:59,Third Party,7
2021,Apr,Friday,18:00 - 19:59,Genius Live Plus,1
2021,Apr,Friday,18:00 - 19:59,Genius Live Production,7
2021,Apr,Friday,18:00 - 19:59,MyCujoo,1
2021,Apr,Friday,18:00 - 19:59,Third Party,9
2021,Apr,Friday,2:00 - 3:59,Genius Live Production,1
2021,Apr,Friday,2:00 - 3:59,Third Party,6
2021,Apr,Friday,20:00 - 21:59,Genius Live Production,1
2021,Apr,Friday,20:00 - 21:59,MyCujoo,1
2021,Apr,Friday,20:00 - 21:59,Third Party,1
2021,Apr,Friday,22:00 - 23:59,MyCujoo,3
2021,Apr,Friday,22:00 - 23:59,Third Party,22
2021,Apr,Friday,6:00 - 7:59,Genius Live Production,5
2021,Apr,Friday,6:00 - 7:59,MyCujoo,1
2021,Apr,Friday,6:00 - 7:59,Third Party,41
2021,Apr,Friday,8:00 - 9:59,Genius Live Production,9
2021,Apr,Friday,8:00 - 9:59,MyCujoo,1
2021,Apr,Friday,8:00 - 9:59,Third Party,53
2021,Apr,Saturday,00:00 - 1:59,Genius Live Production,2
2021,Apr,Saturday,00:00 - 1:59,Third Party,10
2021,Apr,Saturday,10:00 - 11:59,Genius Live Production,6
2021,Apr,Saturday,10:00 - 11:59,MyCujoo,2
2021,Apr,Saturday,10:00 - 11:59,Third Party,27
2021,Apr,Saturday,12:00 - 13:59,Genius Live Production,13
2021,Apr,Saturday,12:00 - 13:59,MyCujoo,1
2021,Apr,Saturday,12:00 - 13:59,Third Party,24
2021,Apr,Saturday,14:00 - 15:59,Genius Live Production,42
2021,Apr,Saturday,14:00 - 15:59,Third Party,25
2021,Apr,Saturday,16:00 - 17:59,Genius Live Plus,11
2021,Apr,Saturday,16:00 - 17:59,Genius Live Production,52
2021,Apr,Saturday,16:00 - 17:59,Third Party,41
2021,Apr,Saturday,18:00 - 19:59,Genius Live Plus,7
2021,Apr,Saturday,18:00 - 19:59,Genius Live Production,16
2021,Apr,Saturday,18:00 - 19:59,MyCujoo,1
2021,Apr,Saturday,18:00 - 19:59,Third Party,13
2021,Apr,Saturday,2:00 - 3:59,Genius Live Production,2
2021,Apr,Saturday,2:00 - 3:59,MyCujoo,1
2021,Apr,Saturday,2:00 - 3:59,Third Party,5
2021,Apr,Saturday,20:00 - 21:59,Third Party,14
2021,Apr,Saturday,22:00 - 23:59,MyCujoo,4
2021,Apr,Saturday,22:00 - 23:59,Third Party,14
2021,Apr,Saturday,4:00 - 5:59,Third Party,29
2021,Apr,Saturday,6:00 - 7:59,Genius Live Production,1
2021,Apr,Saturday,6:00 - 7:59,MyCujoo,2
2021,Apr,Saturday,6:00 - 7:59,Third Party,60
2021,Apr,Saturday,8:00 - 9:59,Genius Live Production,6
2021,Apr,Saturday,8:00 - 9:59,MyCujoo,4
2021,Apr,Saturday,8:00 - 9:59,Third Party,58
2021,May,Sunday,00:00 - 1:59,MyCujoo,18
2021,May,Sunday,00:00 - 1:59,Third Party,17
2021,May,Sunday,10:00 - 11:59,Genius Live Plus,1
2021,May,Sunday,10:00 - 11:59,Genius Live Production,2
2021,May,Sunday,10:00 - 11:59,Third Party,31
2021,May,Sunday,12:00 - 13:59,Genius Live Production,3
2021,May,Sunday,12:00 - 13:59,MyCujoo,1
2021,May,Sunday,12:00 - 13:59,Third Party,35
2021,May,Sunday,14:00 - 15:59,Genius Live Plus,1
2021,May,Sunday,14:00 - 15:59,Genius Live Production,8
2021,May,Sunday,14:00 - 15:59,Third Party,40
2021,May,Sunday,16:00 - 17:59,Genius Live Plus,3
2021,May,Sunday,16:00 - 17:59,Genius Live Production,8
2021,May,Sunday,16:00 - 17:59,Third Party,15
2021,May,Sunday,18:00 - 19:59,Genius Live Production,2
2021,May,Sunday,18:00 - 19:59,MyCujoo,14
2021,May,Sunday,18:00 - 19:59,Third Party,11
2021,May,Sunday,2:00 - 3:59,Third Party,5
2021,May,Sunday,20:00 - 21:59,MyCujoo,6
2021,May,Sunday,20:00 - 21:59,Third Party,8
2021,May,Sunday,22:00 - 23:59,MyCujoo,4
2021,May,Sunday,22:00 - 23:59,Third Party,3
2021,May,Sunday,4:00 - 5:59,Third Party,33
2021,May,Sunday,6:00 - 7:59,Third Party,70
2021,May,Sunday,8:00 - 9:59,Genius Live Production,2
2021,May,Sunday,8:00 - 9:59,MyCujoo,2
2021,May,Sunday,8:00 - 9:59,Third Party,20
2021,May,Monday,00:00 - 1:59,MyCujoo,6
2021,May,Monday,00:00 - 1:59,Third Party,5
2021,May,Monday,10:00 - 11:59,Genius Live Production,2
2021,May,Monday,10:00 - 11:59,Third Party,51
2021,May,Monday,12:00 - 13:59,Genius Live Production,3
2021,May,Monday,12:00 - 13:59,Third Party,36
2021,May,Monday,14:00 - 15:59,Third Party,13
2021,May,Monday,16:00 - 17:59,Genius Live Plus,2
2021,May,Monday,16:00 - 17:59,Third Party,3
2021,May,Monday,18:00 - 19:59,MyCujoo,13
2021,May,Monday,18:00 - 19:59,Third Party,8
2021,May,Monday,20:00 - 21:59,MyCujoo,8
2021,May,Monday,22:00 - 23:59,MyCujoo,7
2021,May,Monday,22:00 - 23:59,Third Party,5
2021,May,Monday,4:00 - 5:59,Third Party,2
2021,May,Monday,6:00 - 7:59,Third Party,31
2021,May,Monday,8:00 - 9:59,Third Party,26
2021,May,Tuesday,00:00 - 1:59,MyCujoo,4
2021,May,Tuesday,00:00 - 1:59,Third Party,1
2021,May,Tuesday,10:00 - 11:59,Genius Live Production,1
2021,May,Tuesday,10:00 - 11:59,Third Party,43
2021,May,Tuesday,12:00 - 13:59,Genius Live Production,1
2021,May,Tuesday,12:00 - 13:59,MyCujoo,1
2021,May,Tuesday,12:00 - 13:59,Third Party,31
2021,May,Tuesday,14:00 - 15:59,Genius Live Plus,1
2021,May,Tuesday,14:00 - 15:59,Third Party,22
2021,May,Tuesday,16:00 - 17:59,Genius Live Plus,13
2021,May,Tuesday,16:00 - 17:59,Genius Live Production,4
2021,May,Tuesday,16:00 - 17:59,Third Party,7
2021,May,Tuesday,18:00 - 19:59,Genius Live Plus,1
2021,May,Tuesday,18:00 - 19:59,Genius Live Production,6
2021,May,Tuesday,18:00 - 19:59,MyCujoo,8
2021,May,Tuesday,18:00 - 19:59,Third Party,3
2021,May,Tuesday,20:00 - 21:59,Genius Live Production,1
2021,May,Tuesday,20:00 - 21:59,Third Party,2
2021,May,Tuesday,22:00 - 23:59,MyCujoo,4
2021,May,Tuesday,22:00 - 23:59,Third Party,5
2021,May,Tuesday,6:00 - 7:59,Third Party,26
2021,May,Tuesday,8:00 - 9:59,Third Party,18
2021,May,Wednesday,00:00 - 1:59,MyCujoo,4
2021,May,Wednesday,10:00 - 11:59,Third Party,10
2021,May,Wednesday,12:00 - 13:59,MyCujoo,1
2021,May,Wednesday,12:00 - 13:59,Third Party,8
2021,May,Wednesday,14:00 - 15:59,Genius Live Production,1
2021,May,Wednesday,14:00 - 15:59,Third Party,8
2021,May,Wednesday,16:00 - 17:59,Genius Live Plus,11
2021,May,Wednesday,16:00 - 17:59,Genius Live Production,2
2021,May,Wednesday,16:00 - 17:59,Third Party,15
2021,May,Wednesday,18:00 - 19:59,Genius Live Plus,6
2021,May,Wednesday,18:00 - 19:59,Genius Live Production,8
2021,May,Wednesday,18:00 - 19:59,MyCujoo,15
2021,May,Wednesday,18:00 - 19:59,Third Party,3
2021,May,Wednesday,2:00 - 3:59,Third Party,2
2021,May,Wednesday,20:00 - 21:59,MyCujoo,9
2021,May,Wednesday,22:00 - 23:59,MyCujoo,3
2021,May,Wednesday,22:00 - 23:59,Third Party,12
2021,May,Wednesday,4:00 - 5:59,Third Party,8
2021,May,Wednesday,6:00 - 7:59,Third Party,18
2021,May,Wednesday,8:00 - 9:59,Genius Live Production,2
2021,May,Wednesday,8:00 - 9:59,Third Party,5
2021,May,Thursday,00:00 - 1:59,MyCujoo,1
2021,May,Thursday,00:00 - 1:59,Third Party,5
2021,May,Thursday,10:00 - 11:59,Genius Live Production,1
2021,May,Thursday,10:00 - 11:59,Third Party,35
2021,May,Thursday,12:00 - 13:59,Genius Live Production,2
2021,May,Thursday,12:00 - 13:59,Third Party,23
2021,May,Thursday,14:00 - 15:59,Genius Live Production,1
2021,May,Thursday,14:00 - 15:59,Third Party,18
2021,May,Thursday,16:00 - 17:59,Genius Live Plus,1
2021,May,Thursday,16:00 - 17:59,Third Party,15
2021,May,Thursday,18:00 - 19:59,Genius Live Production,3
2021,May,Thursday,18:00 - 19:59,MyCujoo,9
2021,May,Thursday,18:00 - 19:59,Third Party,2
2021,May,Thursday,2:00 - 3:59,Third Party,2
2021,May,Thursday,20:00 - 21:59,MyCujoo,4
2021,May,Thursday,20:00 - 21:59,Third Party,2
2021,May,Thursday,22:00 - 23:59,MyCujoo,5
2021,May,Thursday,22:00 - 23:59,Third Party,4
2021,May,Thursday,6:00 - 7:59,Third Party,25
2021,May,Thursday,8:00 - 9:59,MyCujoo,1
2021,May,Thursday,8:00 - 9:59,Third Party,24
2021,May,Friday,00:00 - 1:59,MyCujoo,4
2021,May,Friday,00:00 - 1:59,Third Party,6
2021,May,Friday,10:00 - 11:59,Genius Live Plus,6
2021,May,Friday,10:00 - 11:59,Genius Live Production,1
2021,May,Friday,10:00 - 11:59,Third Party,38
2021,May,Friday,12:00 - 13:59,Genius Live Plus,1
2021,May,Friday,12:00 - 13:59,Third Party,44
2021,May,Friday,14:00 - 15:59,MyCujoo,2
2021,May,Friday,14:00 - 15:59,Third Party,33
2021,May,Friday,16:00 - 17:59,MyCujoo,2
2021,May,Friday,16:00 - 17:59,Third Party,4
2021,May,Friday,18:00 - 19:59,MyCujoo,2
2021,May,Friday,18:00 - 19:59,Third Party,5
2021,May,Friday,2:00 - 3:59,Genius Live Production,1
2021,May,Friday,2:00 - 3:59,Third Party,3
2021,May,Friday,20:00 - 21:59,MyCujoo,1
2021,May,Friday,20:00 - 21:59,Third Party,3
2021,May,Friday,22:00 - 23:59,MyCujoo,7
2021,May,Friday,22:00 - 23:59,Third Party,10
2021,May,Friday,6:00 - 7:59,Third Party,25
2021,May,Friday,8:00 - 9:59,MyCujoo,1
2021,May,Friday,8:00 - 9:59,Third Party,24
2021,May,Saturday,00:00 - 1:59,Genius Live Production,5
2021,May,Saturday,00:00 - 1:59,MyCujoo,8
2021,May,Saturday,00:00 - 1:59,Third Party,8
2021,May,Saturday,10:00 - 11:59,Genius Live Production,2
2021,May,Saturday,10:00 - 11:59,MyCujoo,3
2021,May,Saturday,10:00 - 11:59,Third Party,41
2021,May,Saturday,12:00 - 13:59,Genius Live Plus,2
2021,May,Saturday,12:00 - 13:59,Genius Live Production,3
2021,May,Saturday,12:00 - 13:59,MyCujoo,1
2021,May,Saturday,12:00 - 13:59,Third Party,24
2021,May,Saturday,14:00 - 15:59,Genius Live Plus,1
2021,May,Saturday,14:00 - 15:59,Genius Live Production,7
2021,May,Saturday,14:00 - 15:59,Third Party,20
2021,May,Saturday,16:00 - 17:59,Genius Live Plus,10
2021,May,Saturday,16:00 - 17:59,Genius Live Production,2
2021,May,Saturday,16:00 - 17:59,Third Party,26
2021,May,Saturday,18:00 - 19:59,Genius Live Plus,3
2021,May,Saturday,18:00 - 19:59,Genius Live Production,4
2021,May,Saturday,18:00 - 19:59,MyCujoo,23
2021,May,Saturday,18:00 - 19:59,Third Party,13
2021,May,Saturday,2:00 - 3:59,Genius Live Production,5
2021,May,Saturday,2:00 - 3:59,MyCujoo,1
2021,May,Saturday,2:00 - 3:59,Third Party,5
2021,May,Saturday,20:00 - 21:59,MyCujoo,9
2021,May,Saturday,20:00 - 21:59,Third Party,15
2021,May,Saturday,22:00 - 23:59,MyCujoo,34
2021,May,Saturday,22:00 - 23:59,Third Party,13
2021,May,Saturday,4:00 - 5:59,Third Party,21
2021,May,Saturday,6:00 - 7:59,Genius Live Production,1
2021,May,Saturday,6:00 - 7:59,Third Party,95
2021,May,Saturday,8:00 - 9:59,Genius Live Production,3
