YEAR,MONTH,DAY_NAME,INTERVAL_TIME,PRODUCTION_METHOD,Count
2022,Mar,Thursday,8:00 - 9:59,Third Party,33
2022,Mar,Friday,00:00 - 1:59,Third Party,6
2022,Mar,Friday,10:00 - 11:59,Genius Live Plus,11
2022,Mar,Friday,10:00 - 11:59,Genius Live Production,2
2022,Mar,Friday,10:00 - 11:59,MyCujoo,4
2022,Mar,Friday,10:00 - 11:59,Third Party,40
2022,Mar,Friday,12:00 - 13:59,Genius Live Plus,3
2022,Mar,Friday,12:00 - 13:59,Genius Live Production,2
2022,Mar,Friday,12:00 - 13:59,MyCujoo,1
2022,Mar,Friday,12:00 - 13:59,Third Party,34
2022,Mar,Friday,14:00 - 15:59,Genius Live Production,1
2022,Mar,Friday,14:00 - 15:59,Third Party,10
2022,Mar,Friday,16:00 - 17:59,Genius Live Plus,4
2022,Mar,Friday,16:00 - 17:59,Genius Live Production,16
2022,Mar,Friday,16:00 - 17:59,Third Party,16
2022,Mar,Friday,18:00 - 19:59,Genius Live Plus,6
2022,Mar,Friday,18:00 - 19:59,Genius Live Production,28
2022,Mar,Friday,18:00 - 19:59,Third Party,68
2022,Mar,Friday,2:00 - 3:59,Genius Live Production,4
2022,Mar,Friday,2:00 - 3:59,MyCujoo,3
2022,Mar,Friday,2:00 - 3:59,Third Party,2
2022,Mar,Friday,20:00 - 21:59,Genius Live Plus,2
2022,Mar,Friday,20:00 - 21:59,Genius Live Production,5
2022,Mar,Friday,20:00 - 21:59,Third Party,9
2022,Mar,Friday,22:00 - 23:59,Genius Live Plus,1
2022,Mar,Friday,22:00 - 23:59,MyCujoo,2
2022,Mar,Friday,22:00 - 23:59,Third Party,26
2022,Mar,Friday,6:00 - 7:59,Genius Live Production,1
2022,Mar,Friday,6:00 - 7:59,MyCujoo,4
2022,Mar,Friday,6:00 - 7:59,Third Party,14
2022,Mar,Friday,8:00 - 9:59,Third Party,28
2022,Mar,Saturday,00:00 - 1:59,Genius Live Production,2
2022,Mar,Saturday,00:00 - 1:59,Third Party,44
2022,Mar,Saturday,10:00 - 11:59,Genius Live Plus,1
2022,Mar,Saturday,10:00 - 11:59,Genius Live Production,5
2022,Mar,Saturday,10:00 - 11:59,MyCujoo,4
2022,Mar,Saturday,10:00 - 11:59,Third Party,21
2022,Mar,Saturday,12:00 - 13:59,Genius Live Plus,10
2022,Mar,Saturday,12:00 - 13:59,Genius Live Production,23
2022,Mar,Saturday,12:00 - 13:59,MyCujoo,1
2022,Mar,Saturday,12:00 - 13:59,Third Party,35
2022,Mar,Saturday,14:00 - 15:59,Genius Live Plus,9
2022,Mar,Saturday,14:00 - 15:59,Genius Live Production,45
2022,Mar,Saturday,14:00 - 15:59,Third Party,45
2022,Mar,Saturday,16:00 - 17:59,Genius Live Plus,16
2022,Mar,Saturday,16:00 - 17:59,Genius Live Production,57
2022,Mar,Saturday,16:00 - 17:59,Third Party,94
2022,Mar,Saturday,18:00 - 19:59,Genius Live Plus,21
2022,Mar,Saturday,18:00 - 19:59,Genius Live Production,99
2022,Mar,Saturday,18:00 - 19:59,MyCujoo,59
2022,Mar,Saturday,18:00 - 19:59,Third Party,121
2022,Mar,Saturday,2:00 - 3:59,Genius Live Production,2
2022,Mar,Saturday,2:00 - 3:59,MyCujoo,3
2022,Mar,Saturday,2:00 - 3:59,Third Party,31
2022,Mar,Saturday,20:00 - 21:59,Genius Live Plus,4
2022,Mar,Saturday,20:00 - 21:59,Genius Live Production,3
2022,Mar,Saturday,20:00 - 21:59,MyCujoo,9
2022,Mar,Saturday,20:00 - 21:59,Third Party,44
2022,Mar,Saturday,22:00 - 23:59,Genius Live Plus,1
2022,Mar,Saturday,22:00 - 23:59,MyCujoo,6
2022,Mar,Saturday,22:00 - 23:59,Third Party,35
2022,Mar,Saturday,4:00 - 5:59,Third Party,46
2022,Mar,Saturday,6:00 - 7:59,MyCujoo,4
2022,Mar,Saturday,6:00 - 7:59,Third Party,41
2022,Mar,Saturday,8:00 - 9:59,Genius Live Plus,1
2022,Mar,Saturday,8:00 - 9:59,MyCujoo,5
2022,Mar,Saturday,8:00 - 9:59,Third Party,58
2022,Apr,Sunday,00:00 - 1:59,Genius Live Plus,2
2022,Apr,Sunday,00:00 - 1:59,Third Party,29
2022,Apr,Sunday,10:00 - 11:59,Genius Live Plus,11
2022,Apr,Sunday,10:00 - 11:59,Genius Live Production,3
2022,Apr,Sunday,10:00 - 11:59,MyCujoo,9
2022,Apr,Sunday,10:00 - 11:59,Third Party,14
2022,Apr,Sunday,12:00 - 13:59,Genius Live Plus,5
2022,Apr,Sunday,12:00 - 13:59,Genius Live Production,13
2022,Apr,Sunday,12:00 - 13:59,MyCujoo,12
2022,Apr,Sunday,12:00 - 13:59,Third Party,58
2022,Apr,Sunday,14:00 - 15:59,Genius Live Plus,7
2022,Apr,Sunday,14:00 - 15:59,Genius Live Production,31
2022,Apr,Sunday,14:00 - 15:59,Third Party,88
2022,Apr,Sunday,16:00 - 17:59,Genius Live Plus,10
2022,Apr,Sunday,16:00 - 17:59,Genius Live Production,38
2022,Apr,Sunday,16:00 - 17:59,Third Party,54
2022,Apr,Sunday,18:00 - 19:59,Genius Live Production,5
2022,Apr,Sunday,18:00 - 19:59,MyCujoo,10
2022,Apr,Sunday,18:00 - 19:59,Third Party,44
2022,Apr,Sunday,2:00 - 3:59,MyCujoo,2
2022,Apr,Sunday,2:00 - 3:59,Third Party,25
2022,Apr,Sunday,20:00 - 21:59,Genius Live Plus,6
2022,Apr,Sunday,20:00 - 21:59,Genius Live Production,1
2022,Apr,Sunday,20:00 - 21:59,Third Party,33
2022,Apr,Sunday,22:00 - 23:59,Genius Live Plus,5
2022,Apr,Sunday,22:00 - 23:59,MyCujoo,1
2022,Apr,Sunday,22:00 - 23:59,Third Party,24
2022,Apr,Sunday,4:00 - 5:59,MyCujoo,2
2022,Apr,Sunday,4:00 - 5:59,Third Party,49
2022,Apr,Sunday,6:00 - 7:59,MyCujoo,4
2022,Apr,Sunday,6:00 - 7:59,Third Party,44
2022,Apr,Sunday,8:00 - 9:59,Genius Live Plus,8
2022,Apr,Sunday,8:00 - 9:59,MyCujoo,11
2022,Apr,Sunday,8:00 - 9:59,Third Party,13
2022,Apr,Monday,00:00 - 1:59,Third Party,10
2022,Apr,Monday,10:00 - 11:59,Genius Live Production,2
2022,Apr,Monday,10:00 - 11:59,MyCujoo,2
2022,Apr,Monday,10:00 - 11:59,Third Party,25
2022,Apr,Monday,12:00 - 13:59,Genius Live Production,3
2022,Apr,Monday,12:00 - 13:59,Third Party,23
2022,Apr,Monday,14:00 - 15:59,Genius Live Plus,5
2022,Apr,Monday,14:00 - 15:59,Genius Live Production,8
2022,Apr,Monday,14:00 - 15:59,Third Party,25
2022,Apr,Monday,16:00 - 17:59,Genius Live Plus,18
2022,Apr,Monday,16:00 - 17:59,Genius Live Production,3
2022,Apr,Monday,16:00 - 17:59,Third Party,15
2022,Apr,Monday,18:00 - 19:59,Genius Live Plus,4
2022,Apr,Monday,18:00 - 19:59,Genius Live Production,3
2022,Apr,Monday,18:00 - 19:59,MyCujoo,6
2022,Apr,Monday,18:00 - 19:59,Third Party,17
2022,Apr,Monday,2:00 - 3:59,MyCujoo,1
2022,Apr,Monday,2:00 - 3:59,Third Party,9
2022,Apr,Monday,20:00 - 21:59,Third Party,10
2022,Apr,Monday,22:00 - 23:59,Third Party,17
2022,Apr,Monday,4:00 - 5:59,Third Party,2
2022,Apr,Monday,6:00 - 7:59,MyCujoo,2
2022,Apr,Monday,6:00 - 7:59,Third Party,19
2022,Apr,Monday,8:00 - 9:59,Genius Live Plus,1
2022,Apr,Monday,8:00 - 9:59,Genius Live Production,1
2022,Apr,Monday,8:00 - 9:59,Third Party,18
2022,Apr,Tuesday,00:00 - 1:59,Third Party,11
2022,Apr,Tuesday,10:00 - 11:59,Genius Live Production,1
2022,Apr,Tuesday,10:00 - 11:59,MyCujoo,2
2022,Apr,Tuesday,10:00 - 11:59,Third Party,21
2022,Apr,Tuesday,12:00 - 13:59,Third Party,19
2022,Apr,Tuesday,14:00 - 15:59,Genius Live Plus,1
2022,Apr,Tuesday,14:00 - 15:59,Genius Live Production,5
2022,Apr,Tuesday,14:00 - 15:59,Third Party,15
2022,Apr,Tuesday,16:00 - 17:59,Genius Live Plus,16
2022,Apr,Tuesday,16:00 - 17:59,Genius Live Production,8
2022,Apr,Tuesday,16:00 - 17:59,Third Party,35
2022,Apr,Tuesday,18:00 - 19:59,Genius Live Plus,2
2022,Apr,Tuesday,18:00 - 19:59,Genius Live Production,6
2022,Apr,Tuesday,18:00 - 19:59,MyCujoo,3
2022,Apr,Tuesday,18:00 - 19:59,Third Party,20
2022,Apr,Tuesday,2:00 - 3:59,Genius Live Production,1
2022,Apr,Tuesday,2:00 - 3:59,MyCujoo,1
2022,Apr,Tuesday,2:00 - 3:59,Third Party,1
2022,Apr,Tuesday,20:00 - 21:59,Genius Live Production,1
2022,Apr,Tuesday,22:00 - 23:59,Third Party,13
2022,Apr,Tuesday,6:00 - 7:59,MyCujoo,2
2022,Apr,Tuesday,6:00 - 7:59,Third Party,20
2022,Apr,Tuesday,8:00 - 9:59,Third Party,21
2022,Apr,Wednesday,00:00 - 1:59,Third Party,14
2022,Apr,Wednesday,10:00 - 11:59,Genius Live Production,2
2022,Apr,Wednesday,10:00 - 11:59,MyCujoo,1
2022,Apr,Wednesday,10:00 - 11:59,Third Party,76
2022,Apr,Wednesday,12:00 - 13:59,Genius Live Production,2
2022,Apr,Wednesday,12:00 - 13:59,Third Party,33
2022,Apr,Wednesday,14:00 - 15:59,Genius Live Plus,3
2022,Apr,Wednesday,14:00 - 15:59,Genius Live Production,12
2022,Apr,Wednesday,14:00 - 15:59,Third Party,34
2022,Apr,Wednesday,16:00 - 17:59,Genius Live Plus,17
2022,Apr,Wednesday,16:00 - 17:59,Genius Live Production,17
2022,Apr,Wednesday,16:00 - 17:59,Third Party,70
2022,Apr,Wednesday,18:00 - 19:59,Genius Live Plus,6
2022,Apr,Wednesday,18:00 - 19:59,Genius Live Production,38
2022,Apr,Wednesday,18:00 - 19:59,MyCujoo,6
2022,Apr,Wednesday,18:00 - 19:59,Third Party,38
2022,Apr,Wednesday,2:00 - 3:59,Genius Live Production,3
2022,Apr,Wednesday,2:00 - 3:59,MyCujoo,1
2022,Apr,Wednesday,2:00 - 3:59,Third Party,21
2022,Apr,Wednesday,20:00 - 21:59,Genius Live Plus,3
2022,Apr,Wednesday,20:00 - 21:59,Genius Live Production,2
2022,Apr,Wednesday,20:00 - 21:59,Third Party,7
2022,Apr,Wednesday,22:00 - 23:59,Genius Live Plus,1
2022,Apr,Wednesday,22:00 - 23:59,MyCujoo,6
2022,Apr,Wednesday,22:00 - 23:59,Third Party,35
2022,Apr,Wednesday,6:00 - 7:59,MyCujoo,1
2022,Apr,Wednesday,6:00 - 7:59,Third Party,17
2022,Apr,Wednesday,8:00 - 9:59,Third Party,31
2022,Apr,Thursday,00:00 - 1:59,Third Party,23
2022,Apr,Thursday,10:00 - 11:59,Genius Live Plus,1
2022,Apr,Thursday,10:00 - 11:59,Genius Live Production,1
2022,Apr,Thursday,10:00 - 11:59,MyCujoo,2
2022,Apr,Thursday,10:00 - 11:59,Third Party,26
2022,Apr,Thursday,12:00 - 13:59,Genius Live Plus,2
2022,Apr,Thursday,12:00 - 13:59,Genius Live Production,2
2022,Apr,Thursday,12:00 - 13:59,MyCujoo,2
2022,Apr,Thursday,12:00 - 13:59,Third Party,28
2022,Apr,Thursday,14:00 - 15:59,Genius Live Production,8
2022,Apr,Thursday,14:00 - 15:59,Third Party,27
2022,Apr,Thursday,16:00 - 17:59,Genius Live Plus,8
2022,Apr,Thursday,16:00 - 17:59,Genius Live Production,8
2022,Apr,Thursday,16:00 - 17:59,Third Party,29
2022,Apr,Thursday,18:00 - 19:59,Genius Live Plus,1
2022,Apr,Thursday,18:00 - 19:59,Genius Live Production,7
2022,Apr,Thursday,18:00 - 19:59,MyCujoo,3
2022,Apr,Thursday,18:00 - 19:59,Third Party,16
2022,Apr,Thursday,2:00 - 3:59,Genius Live Production,3
2022,Apr,Thursday,2:00 - 3:59,MyCujoo,1
2022,Apr,Thursday,2:00 - 3:59,Third Party,22
2022,Apr,Thursday,20:00 - 21:59,MyCujoo,1
2022,Apr,Thursday,20:00 - 21:59,Third Party,3
2022,Apr,Thursday,22:00 - 23:59,MyCujoo,1
2022,Apr,Thursday,22:00 - 23:59,Third Party,12
2022,Apr,Thursday,6:00 - 7:59,Third Party,16
2022,Apr,Thursday,8:00 - 9:59,Genius Live Plus,1
2022,Apr,Thursday,8:00 - 9:59,Third Party,23
2022,Apr,Friday,00:00 - 1:59,Third Party,19
2022,Apr,Friday,10:00 - 11:59,Genius Live Plus,12
2022,Apr,Friday,10:00 - 11:59,Genius Live Production,1
2022,Apr,Friday,10:00 - 11:59,MyCujoo,3
2022,Apr,Friday,10:00 - 11:59,Third Party,43
2022,Apr,Friday,12:00 - 13:59,Genius Live Plus,4
2022,Apr,Friday,12:00 - 13:59,Genius Live Production,4
2022,Apr,Friday,12:00 - 13:59,MyCujoo,3
2022,Apr,Friday,12:00 - 13:59,Third Party,33
2022,Apr,Friday,14:00 - 15:59,Genius Live Plus,3
2022,Apr,Friday,14:00 - 15:59,Genius Live Production,9
2022,Apr,Friday,14:00 - 15:59,Third Party,33
2022,Apr,Friday,16:00 - 17:59,Genius Live Plus,7
2022,Apr,Friday,16:00 - 17:59,Genius Live Production,18
2022,Apr,Friday,16:00 - 17:59,Third Party,48
2022,Apr,Friday,18:00 - 19:59,Genius Live Plus,5
2022,Apr,Friday,18:00 - 19:59,Genius Live Production,15
2022,Apr,Friday,18:00 - 19:59,MyCujoo,6
2022,Apr,Friday,18:00 - 19:59,Third Party,67
2022,Apr,Friday,2:00 - 3:59,Genius Live Production,4
2022,Apr,Friday,2:00 - 3:59,MyCujoo,2
2022,Apr,Friday,2:00 - 3:59,Third Party,16
2022,Apr,Friday,20:00 - 21:59,Genius Live Plus,1
2022,Apr,Friday,20:00 - 21:59,Genius Live Production,3
2022,Apr,Friday,20:00 - 21:59,Third Party,8
2022,Apr,Friday,22:00 - 23:59,Genius Live Plus,2
2022,Apr,Friday,22:00 - 23:59,MyCujoo,1
2022,Apr,Friday,22:00 - 23:59,Third Party,62
2022,Apr,Friday,4:00 - 5:59,Third Party,1
2022,Apr,Friday,6:00 - 7:59,MyCujoo,2
2022,Apr,Friday,6:00 - 7:59,Third Party,27
2022,Apr,Friday,8:00 - 9:59,Genius Live Plus,6
2022,Apr,Friday,8:00 - 9:59,Genius Live Production,1
2022,Apr,Friday,8:00 - 9:59,Third Party,37
2022,Apr,Saturday,00:00 - 1:59,Genius Live Plus,1
2022,Apr,Saturday,00:00 - 1:59,Genius Live Production,1
2022,Apr,Saturday,00:00 - 1:59,Third Party,46
2022,Apr,Saturday,10:00 - 11:59,Genius Live Plus,9
2022,Apr,Saturday,10:00 - 11:59,Genius Live Production,3
2022,Apr,Saturday,10:00 - 11:59,MyCujoo,11
2022,Apr,Saturday,10:00 - 11:59,Third Party,40
2022,Apr,Saturday,12:00 - 13:59,Genius Live Plus,16
2022,Apr,Saturday,12:00 - 13:59,Genius Live Production,23
2022,Apr,Saturday,12:00 - 13:59,MyCujoo,2
2022,Apr,Saturday,12:00 - 13:59,Third Party,58
2022,Apr,Saturday,14:00 - 15:59,Genius Live Plus,19
2022,Apr,Saturday,14:00 - 15:59,Genius Live Production,32
2022,Apr,Saturday,14:00 - 15:59,MyCujoo,2
2022,Apr,Saturday,14:00 - 15:59,Third Party,95
2022,Apr,Saturday,16:00 - 17:59,Genius Live Plus,24
2022,Apr,Saturday,16:00 - 17:59,Genius Live Production,44
2022,Apr,Saturday,16:00 - 17:59,Third Party,131
2022,Apr,Saturday,18:00 - 19:59,Genius Live Plus,7
2022,Apr,Saturday,18:00 - 19:59,Genius Live Production,30
2022,Apr,Saturday,18:00 - 19:59,MyCujoo,39
2022,Apr,Saturday,18:00 - 19:59,Third Party,117
2022,Apr,Saturday,2:00 - 3:59,Genius Live Production,3
2022,Apr,Saturday,2:00 - 3:59,MyCujoo,2
2022,Apr,Saturday,2:00 - 3:59,Third Party,69
2022,Apr,Saturday,20:00 - 21:59,Genius Live Plus,8
2022,Apr,Saturday,20:00 - 21:59,Genius Live Production,1
2022,Apr,Saturday,20:00 - 21:59,MyCujoo,4
2022,Apr,Saturday,20:00 - 21:59,Third Party,28
2022,Apr,Saturday,22:00 - 23:59,Genius Live Plus,2
2022,Apr,Saturday,22:00 - 23:59,MyCujoo,5
2022,Apr,Saturday,22:00 - 23:59,Third Party,65
2022,Apr,Saturday,4:00 - 5:59,MyCujoo,2
2022,Apr,Saturday,4:00 - 5:59,Third Party,52
2022,Apr,Saturday,6:00 - 7:59,Genius Live Plus,2
2022,Apr,Saturday,6:00 - 7:59,MyCujoo,3
2022,Apr,Saturday,6:00 - 7:59,Third Party,86
2022,Apr,Saturday,8:00 - 9:59,Genius Live Plus,10
2022,Apr,Saturday,8:00 - 9:59,MyCujoo,11
2022,Apr,Saturday,8:00 - 9:59,Third Party,116
2022,May,Sunday,00:00 - 1:59,Genius Live Plus,2
2022,May,Sunday,00:00 - 1:59,MyCujoo,16
2022,May,Sunday,00:00 - 1:59,Third Party,23
2022,May,Sunday,10:00 - 11:59,Genius Live Plus,21
2022,May,Sunday,10:00 - 11:59,Genius Live Production,1
2022,May,Sunday,10:00 - 11:59,MyCujoo,12
2022,May,Sunday,10:00 - 11:59,Third Party,9
2022,May,Sunday,12:00 - 13:59,Genius Live Plus,17
2022,May,Sunday,12:00 - 13:59,MyCujoo,48
2022,May,Sunday,12:00 - 13:59,Third Party,37
2022,May,Sunday,14:00 - 15:59,Genius Live Plus,5
2022,May,Sunday,14:00 - 15:59,Genius Live Production,7
2022,May,Sunday,14:00 - 15:59,MyCujoo,2
2022,May,Sunday,14:00 - 15:59,Third Party,52
2022,May,Sunday,16:00 - 17:59,Genius Live Plus,12
2022,May,Sunday,16:00 - 17:59,Genius Live Production,12
2022,May,Sunday,16:00 - 17:59,MyCujoo,1
2022,May,Sunday,16:00 - 17:59,Third Party,37
2022,May,Sunday,18:00 - 19:59,Genius Live Plus,3
2022,May,Sunday,18:00 - 19:59,Genius Live Production,2
2022,May,Sunday,18:00 - 19:59,MyCujoo,33
2022,May,Sunday,18:00 - 19:59,Third Party,61
2022,May,Sunday,2:00 - 3:59,MyCujoo,4
2022,May,Sunday,2:00 - 3:59,Third Party,27
2022,May,Sunday,20:00 - 21:59,Genius Live Plus,6
2022,May,Sunday,20:00 - 21:59,MyCujoo,4
2022,May,Sunday,20:00 - 21:59,Third Party,30
2022,May,Sunday,22:00 - 23:59,Genius Live Plus,4
2022,May,Sunday,22:00 - 23:59,MyCujoo,3
2022,May,Sunday,22:00 - 23:59,Third Party,17
2022,May,Sunday,4:00 - 5:59,MyCujoo,3
2022,May,Sunday,4:00 - 5:59,Third Party,31
2022,May,Sunday,6:00 - 7:59,Genius Live Plus,1
2022,May,Sunday,6:00 - 7:59,MyCujoo,4
2022,May,Sunday,6:00 - 7:59,Third Party,49
2022,May,Sunday,8:00 - 9:59,Genius Live Plus,4
2022,May,Sunday,8:00 - 9:59,MyCujoo,8
2022,May,Sunday,8:00 - 9:59,Third Party,13
2022,May,Monday,00:00 - 1:59,Genius Live Plus,1
2022,May,Monday,00:00 - 1:59,MyCujoo,3
2022,May,Monday,00:00 - 1:59,Third Party,11
2022,May,Monday,10:00 - 11:59,Genius Live Plus,5
2022,May,Monday,10:00 - 11:59,MyCujoo,5
2022,May,Monday,10:00 - 11:59,Third Party,24
2022,May,Monday,12:00 - 13:59,Genius Live Plus,3
2022,May,Monday,12:00 - 13:59,MyCujoo,1
2022,May,Monday,12:00 - 13:59,Third Party,36
2022,May,Monday,14:00 - 15:59,Genius Live Plus,1
2022,May,Monday,14:00 - 15:59,Genius Live Production,3
2022,May,Monday,14:00 - 15:59,Third Party,18
2022,May,Monday,16:00 - 17:59,Genius Live Plus,7
2022,May,Monday,16:00 - 17:59,MyCujoo,1
2022,May,Monday,16:00 - 17:59,Third Party,19
2022,May,Monday,18:00 - 19:59,Genius Live Plus,1
2022,May,Monday,18:00 - 19:59,Genius Live Production,2
2022,May,Monday,18:00 - 19:59,MyCujoo,4
2022,May,Monday,18:00 - 19:59,Third Party,35
2022,May,Monday,2:00 - 3:59,MyCujoo,4
2022,May,Monday,2:00 - 3:59,Third Party,2
2022,May,Monday,20:00 - 21:59,Third Party,9
2022,May,Monday,22:00 - 23:59,MyCujoo,3
2022,May,Monday,22:00 - 23:59,Third Party,26
2022,May,Monday,4:00 - 5:59,MyCujoo,1
2022,May,Monday,6:00 - 7:59,Genius Live Plus,3
2022,May,Monday,6:00 - 7:59,MyCujoo,5
2022,May,Monday,6:00 - 7:59,Third Party,20
2022,May,Monday,8:00 - 9:59,Genius Live Plus,5
2022,May,Monday,8:00 - 9:59,Third Party,22
2022,May,Tuesday,00:00 - 1:59,MyCujoo,1
2022,May,Tuesday,00:00 - 1:59,Third Party,16
2022,May,Tuesday,10:00 - 11:59,MyCujoo,5
2022,May,Tuesday,10:00 - 11:59,Third Party,24
2022,May,Tuesday,12:00 - 13:59,Genius Live Production,2
2022,May,Tuesday,12:00 - 13:59,MyCujoo,2
2022,May,Tuesday,12:00 - 13:59,Third Party,28
2022,May,Tuesday,14:00 - 15:59,Genius Live Production,3
2022,May,Tuesday,14:00 - 15:59,Third Party,3
2022,May,Tuesday,16:00 - 17:59,Genius Live Plus,3
2022,May,Tuesday,16:00 - 17:59,Third Party,26
2022,May,Tuesday,18:00 - 19:59,Genius Live Plus,2
2022,May,Tuesday,18:00 - 19:59,Genius Live Production,3
2022,May,Tuesday,18:00 - 19:59,MyCujoo,9
2022,May,Tuesday,18:00 - 19:59,Third Party,46
2022,May,Tuesday,2:00 - 3:59,Genius Live Production,3
2022,May,Tuesday,2:00 - 3:59,MyCujoo,3
2022,May,Tuesday,20:00 - 21:59,Third Party,4
2022,May,Tuesday,22:00 - 23:59,MyCujoo,5
2022,May,Tuesday,22:00 - 23:59,Third Party,26
2022,May,Tuesday,6:00 - 7:59,MyCujoo,3
2022,May,Tuesday,6:00 - 7:59,Third Party,19
2022,May,Tuesday,8:00 - 9:59,Genius Live Plus,1
2022,May,Tuesday,8:00 - 9:59,MyCujoo,1
2022,May,Tuesday,8:00 - 9:59,Third Party,24
2022,May,Wednesday,00:00 - 1:59,MyCujoo,2
2022,May,Wednesday,00:00 - 1:59,Third Party,13
2022,May,Wednesday,10:00 - 11:59,MyCujoo,5
2022,May,Wednesday,10:00 - 11:59,Third Party,20
2022,May,Wednesday,12:00 - 13:59,Genius Live Production,1
2022,May,Wednesday,12:00 - 13:59,MyCujoo,1
2022,May,Wednesday,12:00 - 13:59,Third Party,21
2022,May,Wednesday,14:00 - 15:59,Genius Live Production,3
2022,May,Wednesday,14:00 - 15:59,Third Party,12
2022,May,Wednesday,16:00 - 17:59,Genius Live Plus,4
2022,May,Wednesday,16:00 - 17:59,Third Party,25
2022,May,Wednesday,18:00 - 19:59,Genius Live Plus,1
2022,May,Wednesday,18:00 - 19:59,Genius Live Production,9
2022,May,Wednesday,18:00 - 19:59,MyCujoo,11
2022,May,Wednesday,18:00 - 19:59,Third Party,31
2022,May,Wednesday,2:00 - 3:59,Genius Live Production,2
2022,May,Wednesday,2:00 - 3:59,MyCujoo,2
2022,May,Wednesday,2:00 - 3:59,Third Party,16
2022,May,Wednesday,20:00 - 21:59,Genius Live Plus,1
2022,May,Wednesday,20:00 - 21:59,MyCujoo,1
2022,May,Wednesday,20:00 - 21:59,Third Party,4
2022,May,Wednesday,22:00 - 23:59,MyCujoo,14
2022,May,Wednesday,22:00 - 23:59,Third Party,21
2022,May,Wednesday,4:00 - 5:59,MyCujoo,2
2022,May,Wednesday,4:00 - 5:59,Third Party,3
2022,May,Wednesday,6:00 - 7:59,MyCujoo,3
2022,May,Wednesday,6:00 - 7:59,Third Party,19
2022,May,Wednesday,8:00 - 9:59,MyCujoo,2
2022,May,Wednesday,8:00 - 9:59,Third Party,19
2022,May,Thursday,00:00 - 1:59,Genius Live Plus,1
2022,May,Thursday,00:00 - 1:59,MyCujoo,6
2022,May,Thursday,00:00 - 1:59,Third Party,13
2022,May,Thursday,10:00 - 11:59,MyCujoo,4
2022,May,Thursday,10:00 - 11:59,Third Party,17
2022,May,Thursday,12:00 - 13:59,Genius Live Production,1
2022,May,Thursday,12:00 - 13:59,MyCujoo,2
2022,May,Thursday,12:00 - 13:59,Third Party,16
2022,May,Thursday,14:00 - 15:59,Genius Live Production,2
2022,May,Thursday,14:00 - 15:59,Third Party,7
2022,May,Thursday,16:00 - 17:59,Genius Live Plus,5
2022,May,Thursday,16:00 - 17:59,Third Party,18
2022,May,Thursday,18:00 - 19:59,Genius Live Production,1
2022,May,Thursday,18:00 - 19:59,MyCujoo,1
2022,May,Thursday,18:00 - 19:59,Third Party,23
2022,May,Thursday,2:00 - 3:59,Genius Live Production,3
2022,May,Thursday,2:00 - 3:59,MyCujoo,2
2022,May,Thursday,2:00 - 3:59,Third Party,19
2022,May,Thursday,20:00 - 21:59,Third Party,5
2022,May,Thursday,22:00 - 23:59,Genius Live Plus,1
2022,May,Thursday,22:00 - 23:59,MyCujoo,1
2022,May,Thursday,22:00 - 23:59,Third Party,15
2022,May,Thursday,4:00 - 5:59,MyCujoo,1
2022,May,Thursday,4:00 - 5:59,Third Party,3
2022,May,Thursday,6:00 - 7:59,MyCujoo,2
2022,May,Thursday,6:00 - 7:59,Third Party,20
2022,May,Thursday,8:00 - 9:59,MyCujoo,2
2022,May,Thursday,8:00 - 9:59,Third Party,18
2022,May,Friday,00:00 - 1:59,Genius Live Plus,1
2022,May,Friday,00:00 - 1:59,MyCujoo,1
2022,May,Friday,00:00 - 1:59,Third Party,7
2022,May,Friday,10:00 - 11:59,Genius Live Plus,2
2022,May,Friday,10:00 - 11:59,MyCujoo,4
2022,May,Friday,10:00 - 11:59,Third Party,52
2022,May,Friday,12:00 - 13:59,Genius Live Plus,3
2022,May,Friday,12:00 - 13:59,MyCujoo,1
2022,May,Friday,12:00 - 13:59,Third Party,42
2022,May,Friday,14:00 - 15:59,Genius Live Production,2
2022,May,Friday,14:00 - 15:59,Third Party,27
2022,May,Friday,16:00 - 17:59,Genius Live Plus,2
2022,May,Friday,16:00 - 17:59,Third Party,31
2022,May,Friday,18:00 - 19:59,Genius Live Plus,1
2022,May,Friday,18:00 - 19:59,MyCujoo,3
2022,May,Friday,18:00 - 19:59,Third Party,36
2022,May,Friday,2:00 - 3:59,Genius Live Production,3
2022,May,Friday,2:00 - 3:59,MyCujoo,2
2022,May,Friday,2:00 - 3:59,Third Party,2
2022,May,Friday,20:00 - 21:59,Genius Live Plus,1
2022,May,Friday,20:00 - 21:59,Third Party,7
2022,May,Friday,22:00 - 23:59,Genius Live Plus,1
2022,May,Friday,22:00 - 23:59,MyCujoo,16
2022,May,Friday,22:00 - 23:59,Third Party,28
2022,May,Friday,4:00 - 5:59,Third Party,1
2022,May,Friday,6:00 - 7:59,MyCujoo,3
2022,May,Friday,6:00 - 7:59,Third Party,18
2022,May,Friday,8:00 - 9:59,Genius Live Plus,1
2022,May,Friday,8:00 - 9:59,MyCujoo,1
2022,May,Friday,8:00 - 9:59,Third Party,23
2022,May,Saturday,00:00 - 1:59,Genius Live Plus,1
2022,May,Saturday,00:00 - 1:59,Genius Live Production,2
2022,May,Saturday,00:00 - 1:59,MyCujoo,7
2022,May,Saturday,00:00 - 1:59,Third Party,29
2022,May,Saturday,10:00 - 11:59,Genius Live Plus,9
2022,May,Saturday,10:00 - 11:59,MyCujoo,9
