,league,league_level,country,continent,num_operators_day,date,start_time,year,months,rank_week,day,weekday,day_time,freq_weekday_day_time,freq_rank_week_day_time,freq_month_day_time,start_time_interval,GLnum_matches_interval,Totlnum_match_y_m_wd_int,issue
152,Portugal I Diviṣo,4,Portugal,Europe,7,2022-02-11,8:30:00 PM,2022,Feb,2,11,Friday,night,53,34,50,20:00 - 21:59,1,44,0
153,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-02-12,8:00:00 PM,2021,Feb,2,12,Friday,night,53,34,50,20:00 - 21:59,1,14,1
154,Portugal I Diviṣo Women,4,Portugal,Europe,9,2022-02-16,9:00:00 PM,2022,Feb,2,16,Wednesday,night,74,34,50,20:00 - 21:59,2,34,0
155,Iceland Mizunodeild KK,3,Iceland,Europe,9,2022-02-16,8:00:00 PM,2022,Feb,2,16,Wednesday,night,74,34,50,20:00 - 21:59,2,34,0
156,Iceland Mizunodeild Women,4,Iceland,Europe,5,2022-02-09,8:00:00 PM,2022,Feb,2,9,Wednesday,night,74,34,50,20:00 - 21:59,2,34,0
157,Portugal Cup,4,Portugal,Europe,5,2022-02-09,8:45:00 PM,2022,Feb,2,9,Wednesday,night,74,34,50,20:00 - 21:59,2,34,0
158,Iceland Mizunodeild KK,3,Iceland,Europe,7,2021-02-10,8:00:00 PM,2021,Feb,2,10,Wednesday,night,74,34,50,20:00 - 21:59,5,27,0
159,Iceland Mizunodeild KK,3,Iceland,Europe,7,2021-02-10,8:00:00 PM,2021,Feb,2,10,Wednesday,night,74,34,50,20:00 - 21:59,5,27,0
160,Portugal Cup,4,Portugal,Europe,7,2021-02-10,9:00:00 PM,2021,Feb,2,10,Wednesday,night,74,34,50,20:00 - 21:59,5,27,0
161,Portugal Cup Women,4,Portugal,Europe,7,2021-02-10,9:00:00 PM,2021,Feb,2,10,Wednesday,night,74,34,50,20:00 - 21:59,5,27,0
162,Portugal Cup Women,4,Portugal,Europe,7,2021-02-10,9:00:00 PM,2021,Feb,2,10,Wednesday,night,74,34,50,20:00 - 21:59,5,27,0
163,Portugal I Diviṣo,4,Portugal,Europe,8,2022-02-14,9:00:00 PM,2022,Feb,2,14,Monday,night,7,34,50,20:00 - 21:59,1,20,0
164,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-02-10,8:30:00 PM,2022,Feb,2,10,Thursday,night,11,34,50,20:00 - 21:59,1,22,0
165,Iceland Mizunodeild Women,4,Iceland,Europe,3,2021-02-11,8:00:00 PM,2021,Feb,2,11,Thursday,night,11,34,50,20:00 - 21:59,1,12,0
166,Portugal I Diviṣo Women,4,Portugal,Europe,6,2022-04-02,8:00:00 PM,2022,Apr,1,2,Saturday,night,15,77,12,20:00 - 21:59,1,41,0
167,Portugal I Diviṣo,4,Portugal,Europe,5,2022-04-01,8:00:00 PM,2022,Apr,1,1,Friday,night,53,77,12,20:00 - 21:59,2,12,0
168,Iceland Cup,4,Iceland,Europe,5,2022-04-01,8:00:00 PM,2022,Apr,1,1,Friday,night,53,77,12,20:00 - 21:59,2,12,0
169,Portugal I Diviṣo,4,Portugal,Europe,4,2021-04-02,8:00:00 PM,2021,Apr,1,2,Friday,night,53,77,12,20:00 - 21:59,1,3,0
170,Portugal I Diviṣo Women,4,Portugal,Europe,8,2022-04-08,8:00:00 PM,2022,Apr,1,8,Friday,night,53,77,12,20:00 - 21:59,1,12,0
171,Iceland Mizunodeild Women,4,Iceland,Europe,8,2022-04-06,8:30:00 PM,2022,Apr,1,6,Wednesday,night,74,77,12,20:00 - 21:59,2,12,0
172,Iceland Mizunodeild KK,3,Iceland,Europe,8,2022-04-06,8:22:00 PM,2022,Apr,1,6,Wednesday,night,74,77,12,20:00 - 21:59,2,12,0
173,Portugal I Diviṣo Women,4,Portugal,Europe,4,2022-04-24,8:00:00 PM,2022,Apr,4,24,Sunday,night,21,42,12,20:00 - 21:59,1,40,0
174,Iceland Mizunodeild KK,3,Iceland,Europe,6,2021-04-28,8:00:00 PM,2021,Apr,4,28,Wednesday,night,74,42,12,20:00 - 21:59,2,3,1
175,Iceland Mizunodeild KK,3,Iceland,Europe,6,2021-04-28,8:15:00 PM,2021,Apr,4,28,Wednesday,night,74,42,12,20:00 - 21:59,2,3,0
176,Iceland Mizunodeild Women,4,Iceland,Europe,4,2021-04-27,8:00:00 PM,2021,Apr,4,27,Tuesday,night,12,42,12,20:00 - 21:59,1,2,0
177,Portugal I Diviṣo,4,Portugal,Europe,9,2022-04-12,8:30:00 PM,2022,Apr,2,12,Tuesday,night,12,34,12,20:00 - 21:59,1,1,0
178,Iceland Mizunodeild Women,4,Iceland,Europe,4,2021-10-02,8:00:00 PM,2021,Oct,1,2,Saturday,night,15,77,8,20:00 - 21:59,1,41,0
179,Iceland Mizunodeild Women,4,Iceland,Europe,10,2021-10-06,8:00:00 PM,2021,Oct,1,6,Wednesday,night,74,77,8,20:00 - 21:59,1,12,0
180,Iceland Mizunodeild Women,4,Iceland,Europe,11,2021-10-05,8:15:00 PM,2021,Oct,1,5,Tuesday,night,12,77,8,20:00 - 21:59,1,12,0
181,Portugal I Diviṣo,4,Portugal,Europe,4,2020-10-28,9:00:00 PM,2020,Oct,4,28,Wednesday,night,74,42,8,20:00 - 21:59,1,1,0
182,Portugal I Diviṣo,4,Portugal,Europe,4,2021-10-10,8:10:00 PM,2021,Oct,2,10,Sunday,night,21,34,8,20:00 - 21:59,1,47,0
183,Iceland Mizunodeild Women,4,Iceland,Europe,10,2021-10-13,8:00:00 PM,2021,Oct,2,13,Wednesday,night,74,34,8,20:00 - 21:59,2,12,0
184,Iceland Mizunodeild KK,3,Iceland,Europe,10,2021-10-13,8:00:00 PM,2021,Oct,2,13,Wednesday,night,74,34,8,20:00 - 21:59,2,12,0
185,Iceland Mizunodeild KK,3,Iceland,Europe,10,2021-10-12,8:30:00 PM,2021,Oct,2,12,Tuesday,night,12,34,8,20:00 - 21:59,1,12,0
186,Iceland Mizunodeild Women,4,Iceland,Europe,6,2022-03-04,8:30:00 PM,2022,Mar,1,4,Friday,night,53,77,33,20:00 - 21:59,1,16,0
187,Iceland Cup,4,Iceland,Europe,6,2021-03-05,8:00:00 PM,2021,Mar,1,5,Friday,night,53,77,33,20:00 - 21:59,3,7,0
188,Portugal Cup,4,Portugal,Europe,6,2021-03-05,9:00:00 PM,2021,Mar,1,5,Friday,night,53,77,33,20:00 - 21:59,3,7,0
189,Portugal Cup,4,Portugal,Europe,6,2021-03-05,9:00:00 PM,2021,Mar,1,5,Friday,night,53,77,33,20:00 - 21:59,3,7,0
190,Iceland Mizunodeild Women,4,Iceland,Europe,9,2022-03-02,8:15:00 PM,2022,Mar,1,2,Wednesday,night,74,77,33,20:00 - 21:59,2,30,0
191,Portugal Cup,4,Portugal,Europe,9,2022-03-02,9:00:00 PM,2022,Mar,1,2,Wednesday,night,74,77,33,20:00 - 21:59,2,30,0
192,Iceland Cup Women,4,Iceland,Europe,7,2021-03-03,8:00:00 PM,2021,Mar,1,3,Wednesday,night,74,77,33,20:00 - 21:59,4,9,0
193,Iceland Cup Women,4,Iceland,Europe,7,2021-03-03,8:00:00 PM,2021,Mar,1,3,Wednesday,night,74,77,33,20:00 - 21:59,4,9,0
194,Iceland Cup Women,4,Iceland,Europe,7,2021-03-03,8:15:00 PM,2021,Mar,1,3,Wednesday,night,74,77,33,20:00 - 21:59,4,9,0
195,Iceland Cup,4,Iceland,Europe,7,2021-03-03,8:00:00 PM,2021,Mar,1,3,Wednesday,night,74,77,33,20:00 - 21:59,4,9,0
196,Iceland Mizunodeild KK,3,Iceland,Europe,10,2022-03-08,8:30:00 PM,2022,Mar,1,8,Tuesday,night,12,77,33,20:00 - 21:59,1,26,0
197,Portugal Cup Women,4,Portugal,Europe,9,2022-03-07,8:00:00 PM,2022,Mar,1,7,Monday,night,7,77,33,20:00 - 21:59,1,19,0
198,Portugal I Diviṣo Women,4,Portugal,Europe,6,2021-03-04,9:00:00 PM,2021,Mar,1,4,Thursday,night,11,77,33,20:00 - 21:59,1,2,0
199,Portugal I Diviṣo,4,Portugal,Europe,6,2022-03-26,9:00:00 PM,2022,Mar,4,26,Saturday,night,15,42,33,20:00 - 21:59,2,60,0
200,Portugal I Diviṣo,4,Portugal,Europe,6,2022-03-26,9:00:00 PM,2022,Mar,4,26,Saturday,night,15,42,33,20:00 - 21:59,2,60,0
201,Iceland Mizunodeild KK,3,Iceland,Europe,8,2022-03-25,8:00:00 PM,2022,Mar,4,25,Friday,night,53,42,33,20:00 - 21:59,2,16,1
202,Iceland Mizunodeild KK,3,Iceland,Europe,8,2022-03-25,8:30:00 PM,2022,Mar,4,25,Friday,night,53,42,33,20:00 - 21:59,2,16,0
203,Portugal I Diviṣo Women,4,Portugal,Europe,7,2021-03-24,8:00:00 PM,2021,Mar,4,24,Wednesday,night,74,42,33,20:00 - 21:59,3,9,1
204,Portugal I Diviṣo Women,4,Portugal,Europe,7,2021-03-24,8:30:00 PM,2021,Mar,4,24,Wednesday,night,74,42,33,20:00 - 21:59,3,9,0
205,Portugal I Diviṣo Women,4,Portugal,Europe,7,2021-03-24,9:00:00 PM,2021,Mar,4,24,Wednesday,night,74,42,33,20:00 - 21:59,3,9,0
206,Portugal Cup Women,4,Portugal,Europe,6,2022-03-19,9:00:00 PM,2022,Mar,3,19,Saturday,night,15,40,33,20:00 - 21:59,1,60,0
207,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-03-19,8:00:00 PM,2021,Mar,3,19,Friday,night,53,40,33,20:00 - 21:59,2,7,0
208,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-03-19,9:00:00 PM,2021,Mar,3,19,Friday,night,53,40,33,20:00 - 21:59,2,7,0
209,Iceland Mizunodeild KK,3,Iceland,Europe,7,2022-03-18,8:30:00 PM,2022,Mar,3,18,Friday,night,53,40,33,20:00 - 21:59,2,16,0
210,Portugal Cup Women,4,Portugal,Europe,7,2022-03-18,9:00:00 PM,2022,Mar,3,18,Friday,night,53,40,33,20:00 - 21:59,2,16,0
211,Portugal I Diviṣo Women,4,Portugal,Europe,6,2021-03-17,8:00:00 PM,2021,Mar,3,17,Wednesday,night,74,40,33,20:00 - 21:59,2,9,0
212,Portugal I Diviṣo Women,4,Portugal,Europe,6,2021-03-17,8:30:00 PM,2021,Mar,3,17,Wednesday,night,74,40,33,20:00 - 21:59,2,9,0
213,Portugal I Diviṣo Women,4,Portugal,Europe,6,2021-03-18,8:30:00 PM,2021,Mar,3,18,Thursday,night,11,40,33,20:00 - 21:59,1,2,0
214,Iceland Cup Women,4,Iceland,Europe,6,2021-03-12,8:00:00 PM,2021,Mar,2,12,Friday,night,53,34,33,20:00 - 21:59,1,7,0
215,Iceland Mizunodeild Women,4,Iceland,Europe,8,2022-03-16,8:15:00 PM,2022,Mar,2,16,Wednesday,night,74,34,33,20:00 - 21:59,1,30,0
216,Portugal I Diviṣo Women,4,Portugal,Europe,9,2022-03-09,9:00:00 PM,2022,Mar,2,9,Wednesday,night,74,34,33,20:00 - 21:59,3,30,1
217,Iceland Mizunodeild Women,4,Iceland,Europe,9,2022-03-09,8:00:00 PM,2022,Mar,2,9,Wednesday,night,74,34,33,20:00 - 21:59,3,30,0
218,Iceland Mizunodeild KK,3,Iceland,Europe,9,2022-03-09,8:00:00 PM,2022,Mar,2,9,Wednesday,night,74,34,33,20:00 - 21:59,3,30,0
219,Iceland Mizunodeild KK,3,Iceland,Europe,10,2021-11-05,8:00:00 PM,2021,Nov,1,5,Friday,night,53,77,11,20:00 - 21:59,2,5,0
220,Iceland Mizunodeild KK,3,Iceland,Europe,10,2021-11-05,8:00:00 PM,2021,Nov,1,5,Friday,night,53,77,11,20:00 - 21:59,2,5,0
221,Portugal I Diviṣo,4,Portugal,Europe,6,2020-11-04,9:00:00 PM,2020,Nov,1,4,Wednesday,night,74,77,11,20:00 - 21:59,1,11,0
222,Portugal I Diviṣo,4,Portugal,Europe,7,2021-11-24,9:00:00 PM,2021,Nov,4,24,Wednesday,night,74,42,11,20:00 - 21:59,2,9,0
223,Iceland Mizunodeild KK,3,Iceland,Europe,7,2021-11-24,8:00:00 PM,2021,Nov,4,24,Wednesday,night,74,42,11,20:00 - 21:59,2,9,1
224,Portugal I Diviṣo,4,Portugal,Europe,6,2020-11-26,9:00:00 PM,2020,Nov,4,26,Thursday,night,11,42,11,20:00 - 21:59,1,5,0
225,Iceland Mizunodeild Women,4,Iceland,Europe,6,2021-11-17,8:00:00 PM,2021,Nov,3,17,Wednesday,night,74,40,11,20:00 - 21:59,1,9,0
226,Portugal I Diviṣo,4,Portugal,Europe,7,2020-11-23,8:30:00 PM,2020,Nov,3,23,Monday,night,7,40,11,20:00 - 21:59,1,6,0
227,Portugal I Diviṣo,4,Portugal,Europe,7,2020-11-13,8:30:00 PM,2020,Nov,2,13,Friday,night,53,34,11,20:00 - 21:59,1,8,0
228,Iceland Mizunodeild KK,3,Iceland,Europe,8,2021-11-10,8:00:00 PM,2021,Nov,2,10,Wednesday,night,74,34,11,20:00 - 21:59,1,9,0
229,Portugal I Diviṣo,4,Portugal,Europe,7,2020-11-10,8:00:00 PM,2020,Nov,2,10,Tuesday,night,12,34,11,20:00 - 21:59,1,4,0
230,Iceland Mizunodeild KK,3,Iceland,Europe,8,2021-12-08,8:00:00 PM,2021,Dec,1,8,Wednesday,night,74,77,6,20:00 - 21:59,1,12,0
231,Portugal I Diviṣo,4,Portugal,Europe,6,2020-12-02,8:30:00 PM,2020,Dec,1,2,Wednesday,night,74,77,6,20:00 - 21:59,1,11,0
232,Iceland Mizunodeild KK,3,Iceland,Europe,7,2021-12-01,8:00:00 PM,2021,Dec,1,1,Wednesday,night,74,77,6,20:00 - 21:59,1,12,0
233,Denmark Volleyligaen,2,Denmark,Europe,6,2021-12-06,8:03:00 PM,2021,Dec,1,6,Monday,night,7,77,6,20:00 - 21:59,1,3,0
234,Belgium Liga A,2,Belgium,Europe,4,2020-12-18,8:00:00 PM,2020,Dec,3,18,Friday,night,53,40,6,20:00 - 21:59,1,4,0
235,Portugal I Diviṣo,4,Portugal,Europe,6,2021-12-11,9:30:00 PM,2021,Dec,2,11,Saturday,night,15,34,6,20:00 - 21:59,1,19,0
236,Portugal I Diviṣo,4,Portugal,Europe,5,2021-01-06,8:00:00 PM,2021,Jan,1,6,Wednesday,night,74,77,23,20:00 - 21:59,1,10,1
237,Portugal I Diviṣo,4,Portugal,Europe,6,2021-01-07,9:00:00 PM,2021,Jan,1,7,Thursday,night,11,77,23,20:00 - 21:59,1,4,0
238,Portugal I Diviṣo,4,Portugal,Europe,4,2021-01-30,8:00:00 PM,2021,Jan,4,30,Saturday,night,15,42,23,20:00 - 21:59,1,3,0
239,Iceland Mizunodeild Women,4,Iceland,Europe,4,2021-01-29,8:00:00 PM,2021,Jan,4,29,Friday,night,53,42,23,20:00 - 21:59,2,5,0
240,Iceland Mizunodeild Women,4,Iceland,Europe,4,2021-01-29,8:00:00 PM,2021,Jan,4,29,Friday,night,53,42,23,20:00 - 21:59,2,5,1
241,Iceland Mizunodeild KK,3,Iceland,Europe,8,2022-01-26,8:15:00 PM,2022,Jan,4,26,Wednesday,night,74,42,23,20:00 - 21:59,1,23,0
242,Portugal I Diviṣo,4,Portugal,Europe,5,2021-01-27,8:30:00 PM,2021,Jan,4,27,Wednesday,night,74,42,23,20:00 - 21:59,6,10,0
243,Portugal I Diviṣo Women,4,Portugal,Europe,5,2021-01-27,9:30:00 PM,2021,Jan,4,27,Wednesday,night,74,42,23,20:00 - 21:59,6,10,0
244,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-01-27,8:00:00 PM,2021,Jan,4,27,Wednesday,night,74,42,23,20:00 - 21:59,6,10,0
245,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-01-27,8:00:00 PM,2021,Jan,4,27,Wednesday,night,74,42,23,20:00 - 21:59,6,10,0
246,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-01-27,8:00:00 PM,2021,Jan,4,27,Wednesday,night,74,42,23,20:00 - 21:59,6,10,1
247,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-01-27,8:00:00 PM,2021,Jan,4,27,Wednesday,night,74,42,23,20:00 - 21:59,6,10,0
248,Portugal I Diviṣo,4,Portugal,Europe,8,2022-01-31,9:30:00 PM,2022,Jan,4,31,Monday,night,7,42,23,20:00 - 21:59,1,20,0
249,Iceland Mizunodeild Women,4,Iceland,Europe,5,2021-01-22,8:00:00 PM,2021,Jan,3,22,Friday,night,53,40,23,20:00 - 21:59,1,5,0
250,Iceland Mizunodeild Women,4,Iceland,Europe,8,2022-01-19,8:15:00 PM,2022,Jan,3,19,Wednesday,night,74,40,23,20:00 - 21:59,2,23,1
251,Iceland Mizunodeild KK,3,Iceland,Europe,8,2022-01-19,8:00:00 PM,2022,Jan,3,19,Wednesday,night,74,40,23,20:00 - 21:59,2,23,1
252,Portugal I Diviṣo,4,Portugal,Europe,5,2021-01-19,8:30:00 PM,2021,Jan,3,19,Tuesday,night,12,40,23,20:00 - 21:59,1,5,1
253,Denmark Volleyligaen Women,3,Denmark,Europe,7,2022-01-20,8:15:00 PM,2022,Jan,3,20,Thursday,night,11,40,23,20:00 - 21:59,1,6,0
254,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-01-09,8:45:00 PM,2022,Jan,2,9,Sunday,night,21,34,23,20:00 - 21:59,1,40,0
255,Portugal I Diviṣo Women,4,Portugal,Europe,5,2022-01-15,8:00:00 PM,2022,Jan,2,15,Saturday,night,15,34,23,20:00 - 21:59,1,19,1
256,Iceland Mizunodeild Women,4,Iceland,Europe,9,2022-01-14,8:00:00 PM,2022,Jan,2,14,Friday,night,53,34,23,20:00 - 21:59,1,8,0
257,Iceland Mizunodeild KK,3,Iceland,Europe,8,2022-01-12,8:15:00 PM,2022,Jan,2,12,Wednesday,night,74,34,23,20:00 - 21:59,1,23,0
258,Portugal I Diviṣo,4,Portugal,Europe,6,2021-01-14,9:00:00 PM,2021,Jan,2,14,Thursday,night,11,34,23,20:00 - 21:59,1,4,0
259,Iceland Mizunodeild Women,4,Iceland,Europe,4,2021-05-04,8:00:00 PM,2021,May,1,4,Tuesday,night,12,77,1,20:00 - 21:59,1,3,0
260,Iceland Mizunodeild KK,3,Iceland,Europe,8,2021-09-24,8:00:00 PM,2021,Sep,4,24,Friday,night,53,42,13,20:00 - 21:59,1,9,1
261,Iceland Mizunodeild KK,3,Iceland,Europe,3,2020-09-25,8:30:00 PM,2020,Sep,4,25,Friday,night,53,42,13,20:00 - 21:59,2,6,0
262,Iceland 1. Division Women,3,Iceland,Europe,3,2020-09-25,8:00:00 PM,2020,Sep,4,25,Friday,night,53,42,13,20:00 - 21:59,2,6,0
263,Iceland Mizunodeild Women,4,Iceland,Europe,5,2021-09-29,8:00:00 PM,2021,Sep,4,29,Wednesday,night,74,42,13,20:00 - 21:59,3,13,0
264,Iceland Mizunodeild Women,4,Iceland,Europe,5,2021-09-29,8:15:00 PM,2021,Sep,4,29,Wednesday,night,74,42,13,20:00 - 21:59,3,13,0
265,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-09-29,8:00:00 PM,2021,Sep,4,29,Wednesday,night,74,42,13,20:00 - 21:59,3,13,0
266,Iceland Mizunodeild KK,3,Iceland,Europe,4,2020-09-30,8:15:00 PM,2020,Sep,4,30,Wednesday,night,74,42,13,20:00 - 21:59,1,3,0
267,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-09-28,8:15:00 PM,2021,Sep,4,28,Tuesday,night,12,42,13,20:00 - 21:59,1,7,1
268,Iceland Mizunodeild KK,3,Iceland,Europe,5,2021-09-17,8:00:00 PM,2021,Sep,3,17,Friday,night,53,40,13,20:00 - 21:59,1,9,0
269,Iceland Mizunodeild Women,4,Iceland,Europe,7,2021-09-22,8:15:00 PM,2021,Sep,3,22,Wednesday,night,74,40,13,20:00 - 21:59,1,13,1
270,Iceland Mizunodeild Women,4,Iceland,Europe,3,2020-09-23,8:00:00 PM,2020,Sep,3,23,Wednesday,night,74,40,13,20:00 - 21:59,1,3,0
271,Iceland Mizunodeild Women,4,Iceland,Europe,6,2021-09-21,8:15:00 PM,2021,Sep,3,21,Tuesday,night,12,40,13,20:00 - 21:59,1,7,1
272,Iceland Super Cup Women,3,Iceland,Europe,7,2021-09-15,8:00:00 PM,2021,Sep,2,15,Wednesday,night,74,34,13,20:00 - 21:59,1,13,1
273,New Zealand Provincial Championship Women,4,New Zealand,Oceania,6,2022-06-05,11:20:00 PM,2022,Jun,1,5,Sunday,night,4,25,27,22:00 - 23:59,2,68,1
274,New Zealand Provincial Championship,4,New Zealand,Oceania,6,2022-06-05,11:40:00 PM,2022,Jun,1,5,Sunday,night,4,25,27,22:00 - 23:59,2,68,1
275,New Zealand Provincial Championship Women,4,New Zealand,Oceania,4,2021-06-06,11:00:00 PM,2021,Jun,1,6,Sunday,night,4,25,27,22:00 - 23:59,2,23,0
276,New Zealand Provincial Championship Women,4,New Zealand,Oceania,4,2021-06-06,11:00:00 PM,2021,Jun,1,6,Sunday,night,4,25,27,22:00 - 23:59,2,23,0
277,New Zealand Provincial Championship Women,4,New Zealand,Oceania,8,2022-06-04,11:40:00 PM,2022,Jun,1,4,Saturday,night,11,25,27,22:00 - 23:59,6,119,0
278,New Zealand Provincial Championship Women,4,New Zealand,Oceania,8,2022-06-04,11:40:00 PM,2022,Jun,1,4,Saturday,night,11,25,27,22:00 - 23:59,6,119,1
279,New Zealand Provincial Championship U21,4,New Zealand,Oceania,8,2022-06-04,11:40:00 PM,2022,Jun,1,4,Saturday,night,11,25,27,22:00 - 23:59,6,119,1
280,New Zealand Provincial Championship Women U21,4,New Zealand,Oceania,8,2022-06-04,11:40:00 PM,2022,Jun,1,4,Saturday,night,11,25,27,22:00 - 23:59,6,119,0
281,New Zealand Provincial Championship,4,New Zealand,Oceania,8,2022-06-04,11:40:00 PM,2022,Jun,1,4,Saturday,night,11,25,27,22:00 - 23:59,6,119,1
282,New Zealand Provincial Championship,4,New Zealand,Oceania,8,2022-06-04,11:40:00 PM,2022,Jun,1,4,Saturday,night,11,25,27,22:00 - 23:59,6,119,0
283,New Zealand Provincial Championship Women,4,New Zealand,Oceania,4,2021-06-05,11:30:00 PM,2021,Jun,1,5,Saturday,night,11,25,27,22:00 - 23:59,4,63,0
284,New Zealand Provincial Championship Women,4,New Zealand,Oceania,4,2021-06-05,11:30:00 PM,2021,Jun,1,5,Saturday,night,11,25,27,22:00 - 23:59,4,63,0
285,New Zealand Provincial Championship,4,New Zealand,Oceania,4,2021-06-05,11:30:00 PM,2021,Jun,1,5,Saturday,night,11,25,27,22:00 - 23:59,4,63,0
286,New Zealand Provincial Championship,4,New Zealand,Oceania,4,2021-06-05,11:30:00 PM,2021,Jun,1,5,Saturday,night,11,25,27,22:00 - 23:59,4,63,0
287,New Zealand Provincial Championship Women,4,New Zealand,Oceania,9,2022-06-03,11:40:00 PM,2022,Jun,1,3,Friday,night,12,25,27,22:00 - 23:59,4,77,1
288,New Zealand Provincial Championship U21,4,New Zealand,Oceania,9,2022-06-03,11:40:00 PM,2022,Jun,1,3,Friday,night,12,25,27,22:00 - 23:59,4,77,1
289,New Zealand Provincial Championship Women U21,4,New Zealand,Oceania,9,2022-06-03,11:40:00 PM,2022,Jun,1,3,Friday,night,12,25,27,22:00 - 23:59,4,77,1
290,New Zealand Provincial Championship,4,New Zealand,Oceania,9,2022-06-03,11:40:00 PM,2022,Jun,1,3,Friday,night,12,25,27,22:00 - 23:59,4,77,1
291,New Zealand Provincial Championship Women,4,New Zealand,Oceania,7,2021-06-04,10:00:00 PM,2021,Jun,1,4,Friday,night,12,25,27,22:00 - 23:59,7,33,1
292,New Zealand Provincial Championship Women,4,New Zealand,Oceania,7,2021-06-04,10:00:00 PM,2021,Jun,1,4,Friday,night,12,25,27,22:00 - 23:59,7,33,0
293,New Zealand Provincial Championship Women,4,New Zealand,Oceania,7,2021-06-04,11:30:00 PM,2021,Jun,1,4,Friday,night,12,25,27,22:00 - 23:59,7,33,0
294,New Zealand Provincial Championship Women,4,New Zealand,Oceania,7,2021-06-04,11:30:00 PM,2021,Jun,1,4,Friday,night,12,25,27,22:00 - 23:59,7,33,0
295,New Zealand Provincial Championship,4,New Zealand,Oceania,7,2021-06-04,10:00:00 PM,2021,Jun,1,4,Friday,night,12,25,27,22:00 - 23:59,7,33,1
296,New Zealand Provincial Championship,4,New Zealand,Oceania,7,2021-06-04,10:00:00 PM,2021,Jun,1,4,Friday,night,12,25,27,22:00 - 23:59,7,33,1
297,New Zealand Provincial Championship,4,New Zealand,Oceania,7,2021-06-04,11:30:00 PM,2021,Jun,1,4,Friday,night,12,25,27,22:00 - 23:59,7,33,0
298,New Zealand National League,4,New Zealand,Oceania,4,2021-06-26,10:30:00 PM,2021,Jun,4,26,Saturday,night,11,2,27,22:00 - 23:59,1,63,0
299,New Zealand National League,4,New Zealand,Oceania,4,2021-06-25,10:30:00 PM,2021,Jun,4,25,Friday,night,12,2,27,22:00 - 23:59,1,33,0
300,Italy Serie A3,3,Italy,Europe,9,2022-05-26,6:30:00 PM,2022,May,4,26,Thursday,night,110,388,41,18:00 - 19:59,1,25,0
301,Iceland Mizunodeild KK,3,Iceland,Europe,8,2021-05-26,7:15:00 PM,2021,May,4,26,Wednesday,night,393,388,41,18:00 - 19:59,1,32,0
302,Italy Serie A3,3,Italy,Europe,4,2022-05-08,7:00:00 PM,2022,May,1,8,Sunday,night,94,439,41,18:00 - 19:59,1,99,0
303,Portugal I Diviṣo,4,Portugal,Europe,5,2022-05-07,7:30:00 PM,2022,May,1,7,Saturday,night,828,439,41,18:00 - 19:59,5,144,1
304,France Ligue A,1,France,Europe,5,2022-05-07,6:00:00 PM,2022,May,1,7,Saturday,night,828,439,41,18:00 - 19:59,5,144,0
305,France Ligue A,1,France,Europe,5,2022-05-07,6:00:00 PM,2022,May,1,7,Saturday,night,828,439,41,18:00 - 19:59,5,144,0
306,France Ligue A Women,1,France,Europe,5,2022-05-07,6:00:00 PM,2022,May,1,7,Saturday,night,828,439,41,18:00 - 19:59,5,144,0
307,Belgium Liga A,2,Belgium,Europe,5,2022-05-07,6:00:00 PM,2022,May,1,7,Saturday,night,828,439,41,18:00 - 19:59,5,144,0
308,Iceland Mizunodeild Women,4,Iceland,Europe,4,2021-05-08,7:00:00 PM,2021,May,1,8,Saturday,night,828,439,41,18:00 - 19:59,1,43,0
309,Iceland Mizunodeild KK,3,Iceland,Europe,4,2021-05-05,7:30:00 PM,2021,May,1,5,Wednesday,night,393,439,41,18:00 - 19:59,1,32,0
310,France Ligue A,1,France,Europe,13,2022-05-04,6:00:00 PM,2022,May,1,4,Wednesday,night,393,439,41,18:00 - 19:59,5,52,0
311,France Ligue A,1,France,Europe,13,2022-05-04,6:00:00 PM,2022,May,1,4,Wednesday,night,393,439,41,18:00 - 19:59,5,52,0
312,France Ligue A,1,France,Europe,13,2022-05-04,6:00:00 PM,2022,May,1,4,Wednesday,night,393,439,41,18:00 - 19:59,5,52,0
313,France Ligue B,3,France,Europe,13,2022-05-04,6:00:00 PM,2022,May,1,4,Wednesday,night,393,439,41,18:00 - 19:59,5,52,0
314,Belgium Liga A,2,Belgium,Europe,13,2022-05-04,6:00:00 PM,2022,May,1,4,Wednesday,night,393,439,41,18:00 - 19:59,5,52,1
315,France Ligue A Women,1,France,Europe,14,2022-05-03,6:00:00 PM,2022,May,1,3,Tuesday,night,182,439,41,18:00 - 19:59,2,60,0
