,match_id,venue_id,league,classification,country,continent,num_operators_day,date,start_time,year,months,rank_week,day,weekday,day_time,freq_weekday_day_time,freq_rank_week_day_time,freq_month_day_time,2h_interval,GLnum_matches_interval,Totalnum_matches_interval,issue
2030,38121600,1,France Ligue A Women,1,France,Europe,6,2021-12-11,7:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2031,35702340,130572,Austria League Women,3,Austria,Europe,6,2021-12-11,6:30:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2032,42050115,129194,Austria League,2,Austria,Europe,6,2021-12-11,6:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2033,37200915,138489,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2021-12-11,6:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2034,37200960,138502,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2021-12-11,6:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2035,37200945,130260,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2021-12-11,7:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2036,37199175,139789,Slovenia 1A. Dol,3,Slovenia,Europe,6,2021-12-11,6:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2037,37199160,129129,Slovenia 1A. Dol,3,Slovenia,Europe,6,2021-12-11,7:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2038,38455845,129207,Middle European League,4,Austria,Europe,6,2021-12-11,6:00:00 PM,2021,Dec,2,11,Saturday,night,828,566,253,18:00 - 19:59,65,191,0
2039,19864140,127959,Italy Serie A3,3,Italy,Europe,4,2020-12-12,7:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2040,19863105,128414,Italy Serie A3,3,Italy,Europe,4,2020-12-12,7:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2041,25864665,129766,Portugal I Divisão,4,Portugal,Europe,4,2020-12-12,6:00:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2042,20783370,59280,France Ligue A,1,France,Europe,4,2020-12-12,6:00:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2043,20783385,58955,France Ligue A,1,France,Europe,4,2020-12-12,6:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2044,20783400,59293,France Ligue A,1,France,Europe,4,2020-12-12,6:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2045,20783430,59111,France Ligue A,1,France,Europe,4,2020-12-12,7:00:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2046,20800020,128466,France Ligue B,3,France,Europe,4,2020-12-12,6:00:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,1
2047,22419570,137735,France Ligue A Women,1,France,Europe,4,2020-12-12,6:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2048,20006310,129571,Belgium Liga A,2,Belgium,Europe,4,2020-12-12,7:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2049,21897720,129597,Belgium Liga A,2,Belgium,Europe,4,2020-12-12,7:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2050,20006295,129636,Belgium Liga A,2,Belgium,Europe,4,2020-12-12,7:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,1
2051,23523630,130533,Austria League Women,3,Austria,Europe,4,2020-12-12,6:00:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2052,18920850,130572,Austria League Women,3,Austria,Europe,4,2020-12-12,6:00:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2053,21934575,138476,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2020-12-12,6:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2054,22415115,137865,Slovenia 1A. Dol,3,Slovenia,Europe,4,2020-12-12,6:00:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,0
2055,22415130,137904,Slovenia 1A. Dol,3,Slovenia,Europe,4,2020-12-12,7:30:00 PM,2020,Dec,2,12,Saturday,night,828,566,253,18:00 - 19:59,41,91,1
2056,41723925,128427,Italy Serie A3,3,Italy,Europe,8,2021-12-15,7:00:00 PM,2021,Dec,2,15,Wednesday,night,393,566,253,18:00 - 19:59,23,102,1
2057,41456310,138476,Slovenian Women's Cup,3,Slovenia,Europe,8,2021-12-15,6:30:00 PM,2021,Dec,2,15,Wednesday,night,393,566,253,18:00 - 19:59,23,102,1
2058,41353035,138515,Slovenian Cup,3,Slovenia,Europe,8,2021-12-15,7:00:00 PM,2021,Dec,2,15,Wednesday,night,393,566,253,18:00 - 19:59,23,102,0
2059,42190440,129610,Belgium Cup,3,Belgium,Europe,8,2021-12-15,7:30:00 PM,2021,Dec,2,15,Wednesday,night,393,566,253,18:00 - 19:59,23,102,0
2060,25587270,128115,Italy Serie A3,3,Italy,Europe,7,2020-12-09,6:00:00 PM,2020,Dec,2,9,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2061,24873015,127933,France Ligue A Women,1,France,Europe,7,2020-12-09,7:00:00 PM,2020,Dec,2,9,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2062,20006220,129558,Belgium Liga A,2,Belgium,Europe,7,2020-12-09,7:30:00 PM,2020,Dec,2,9,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2063,20006250,129597,Belgium Liga A,2,Belgium,Europe,7,2020-12-09,7:30:00 PM,2020,Dec,2,9,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2064,20006265,129623,Belgium Liga A,2,Belgium,Europe,7,2020-12-09,7:30:00 PM,2020,Dec,2,9,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2065,25676775,137904,Slovenia 1A. Dol,3,Slovenia,Europe,7,2020-12-09,6:00:00 PM,2020,Dec,2,9,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2066,25486740,128180,France Ligue A Women,1,France,Europe,6,2020-12-16,7:00:00 PM,2020,Dec,2,16,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2067,25718925,129584,Belgium Liga A,2,Belgium,Europe,6,2020-12-16,6:30:00 PM,2020,Dec,2,16,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2068,25667040,137995,Sweden Eliteserien Women,3,Sweden,Europe,6,2020-12-16,6:00:00 PM,2020,Dec,2,16,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2069,25098405,129129,Middle European League,4,Slovenia,Europe,6,2020-12-16,7:00:00 PM,2020,Dec,2,16,Wednesday,night,393,566,253,18:00 - 19:59,27,85,0
2070,26170065,128388,Italy Serie A3,3,Italy,Europe,6,2020-12-15,7:00:00 PM,2020,Dec,2,15,Tuesday,night,182,566,253,18:00 - 19:59,23,38,0
2071,26030715,128245,France Ligue A Women,1,France,Europe,6,2020-12-15,6:30:00 PM,2020,Dec,2,15,Tuesday,night,182,566,253,18:00 - 19:59,23,38,0
2072,25796745,127907,France Ligue A Women,1,France,Europe,6,2020-12-15,7:00:00 PM,2020,Dec,2,15,Tuesday,night,182,566,253,18:00 - 19:59,23,38,0
2073,25052955,130741,Middle European League,4,Austria,Europe,6,2020-12-15,6:00:00 PM,2020,Dec,2,15,Tuesday,night,182,566,253,18:00 - 19:59,23,38,0
2074,25862685,129896,UNIQA Extraliga,3,Czech Republic,Europe,6,2020-12-15,7:15:00 PM,2020,Dec,2,15,Tuesday,night,182,566,253,18:00 - 19:59,23,38,0
2075,42117255,59059,France Ligue A Women,1,France,Europe,8,2021-12-14,7:00:00 PM,2021,Dec,2,14,Tuesday,night,182,566,253,18:00 - 19:59,11,46,0
2076,41835840,130741,Austria League Women,3,Austria,Europe,8,2021-12-14,7:00:00 PM,2021,Dec,2,14,Tuesday,night,182,566,253,18:00 - 19:59,11,46,1
2077,34398825,139750,Denmark Volleyligaen Women,3,Denmark,Europe,8,2021-12-14,6:00:00 PM,2021,Dec,2,14,Tuesday,night,182,566,253,18:00 - 19:59,11,46,0
2078,38455635,129129,Middle European League,4,Slovenia,Europe,8,2021-12-14,7:00:00 PM,2021,Dec,2,14,Tuesday,night,182,566,253,18:00 - 19:59,11,46,0
2079,42057135,129454,Danish Cup,3,Denmark,Europe,8,2021-12-14,6:30:00 PM,2021,Dec,2,14,Tuesday,night,182,566,253,18:00 - 19:59,11,46,0
2080,35218980,1,France Ligue A,1,France,Europe,10,2021-12-10,7:00:00 PM,2021,Dec,2,10,Friday,night,209,566,253,18:00 - 19:59,14,58,0
2081,35218995,59111,France Ligue A,1,France,Europe,10,2021-12-10,7:00:00 PM,2021,Dec,2,10,Friday,night,209,566,253,18:00 - 19:59,14,58,0
2082,35221620,128492,France Ligue B,3,France,Europe,10,2021-12-10,6:30:00 PM,2021,Dec,2,10,Friday,night,209,566,253,18:00 - 19:59,14,58,0
2083,20800005,128505,France Ligue B,3,France,Europe,6,2020-12-11,7:00:00 PM,2020,Dec,2,11,Friday,night,209,566,253,18:00 - 19:59,9,28,0
2084,22359060,130741,Middle European League,4,Austria,Europe,6,2020-12-11,6:30:00 PM,2020,Dec,2,11,Friday,night,209,566,253,18:00 - 19:59,9,28,0
2085,34387140,129532,Denmark Volleyligaen,2,Denmark,Europe,9,2021-12-13,6:00:00 PM,2021,Dec,2,13,Monday,night,53,566,253,18:00 - 19:59,6,20,1
2086,42054735,129363,Danish Cup Women,3,Denmark,Europe,9,2021-12-13,7:00:00 PM,2021,Dec,2,13,Monday,night,53,566,253,18:00 - 19:59,6,20,0
2087,26029905,129194,Austria League,2,Austria,Europe,6,2020-12-14,7:20:00 PM,2020,Dec,2,14,Monday,night,53,566,253,18:00 - 19:59,5,19,0
2088,26170095,128349,Italy Serie A3,3,Italy,Europe,5,2020-12-17,7:00:00 PM,2020,Dec,3,17,Thursday,night,110,476,253,18:00 - 19:59,8,25,0
2089,37201065,130260,Slovenia 1A. Dol Women,3,Slovenia,Europe,7,2021-12-23,6:30:00 PM,2021,Dec,3,23,Thursday,night,110,476,253,18:00 - 19:59,14,78,0
2090,37201080,138502,Slovenia 1A. Dol Women,3,Slovenia,Europe,7,2021-12-23,7:30:00 PM,2021,Dec,3,23,Thursday,night,110,476,253,18:00 - 19:59,14,78,0
2091,36415050,127920,Italy Serie A3,3,Italy,Europe,5,2021-12-19,6:00:00 PM,2021,Dec,3,19,Sunday,night,94,476,253,18:00 - 19:59,14,68,0
2092,36416445,141778,Italy Serie A3,3,Italy,Europe,5,2021-12-19,6:00:00 PM,2021,Dec,3,19,Sunday,night,94,476,253,18:00 - 19:59,14,68,0
2093,41971185,129714,Portugal I Divisão,4,Portugal,Europe,5,2021-12-19,6:00:00 PM,2021,Dec,3,19,Sunday,night,94,476,253,18:00 - 19:59,14,68,0
2094,41971200,129779,Portugal I Divisão,4,Portugal,Europe,5,2021-12-19,6:00:00 PM,2021,Dec,3,19,Sunday,night,94,476,253,18:00 - 19:59,14,68,0
2095,41971170,129753,Portugal I Divisão,4,Portugal,Europe,5,2021-12-19,7:00:00 PM,2021,Dec,3,19,Sunday,night,94,476,253,18:00 - 19:59,14,68,0
2096,36364620,137618,Slovakia Extraliga,3,Slovakia,Europe,5,2021-12-19,6:15:00 PM,2021,Dec,3,19,Sunday,night,94,476,253,18:00 - 19:59,14,68,0
2097,19864230,138645,Italy Serie A3,3,Italy,Europe,3,2020-12-20,6:30:00 PM,2020,Dec,3,20,Sunday,night,94,476,253,18:00 - 19:59,5,69,0
2098,36416415,141752,Italy Serie A3,3,Italy,Europe,5,2021-12-18,7:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2099,36416400,141817,Italy Serie A3,3,Italy,Europe,5,2021-12-18,7:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,1
2100,36415095,141765,Italy Serie A3,3,Italy,Europe,5,2021-12-18,7:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2101,41971110,129779,Portugal I Divisão,4,Portugal,Europe,5,2021-12-18,6:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2102,35219145,59293,France Ligue A,1,France,Europe,5,2021-12-18,6:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2103,35219190,59345,France Ligue A,1,France,Europe,5,2021-12-18,7:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2104,35221710,1,France Ligue B,3,France,Europe,5,2021-12-18,6:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2105,35221725,128193,France Ligue B,3,France,Europe,5,2021-12-18,6:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2106,34825080,129571,Belgium Liga A,2,Belgium,Europe,5,2021-12-18,7:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2107,34825095,129610,Belgium Liga A,2,Belgium,Europe,5,2021-12-18,7:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2108,34825065,129649,Belgium Liga A,2,Belgium,Europe,5,2021-12-18,7:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2109,35583015,130533,Austria League Women,3,Austria,Europe,5,2021-12-18,6:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2110,42408345,130689,Austria League,2,Austria,Europe,5,2021-12-18,6:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2111,42111045,127946,France Cup Women,2,France,Europe,5,2021-12-18,6:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2112,37201005,137878,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-12-18,6:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2113,37199265,138307,Slovenia 1A. Dol,3,Slovenia,Europe,5,2021-12-18,6:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2114,37199235,137865,Slovenia 1A. Dol,3,Slovenia,Europe,5,2021-12-18,7:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2115,37199220,129116,Slovenia 1A. Dol,3,Slovenia,Europe,5,2021-12-18,7:30:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2116,38455905,130741,Middle European League,4,Austria,Europe,5,2021-12-18,7:00:00 PM,2021,Dec,3,18,Saturday,night,828,476,253,18:00 - 19:59,65,191,0
2117,19863240,138723,Italy Serie A3,3,Italy,Europe,4,2020-12-19,7:30:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,1
2118,19863225,128414,Italy Serie A3,3,Italy,Europe,4,2020-12-19,7:30:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2119,25864725,129701,Portugal I Divisão,4,Portugal,Europe,4,2020-12-19,6:00:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2120,25864740,129753,Portugal I Divisão,4,Portugal,Europe,4,2020-12-19,6:00:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2121,20800095,128479,France Ligue B,3,France,Europe,4,2020-12-19,7:00:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2122,20795910,128141,France Ligue A Women,1,France,Europe,4,2020-12-19,6:00:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2123,25437915,129584,Belgium Liga A,2,Belgium,Europe,4,2020-12-19,6:30:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2124,18921600,130689,Austria League Women,3,Austria,Europe,4,2020-12-19,6:30:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2125,26331270,137631,Slovakia Extraliga Women,3,Slovakia,Europe,4,2020-12-19,6:00:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2126,23659320,129129,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2020-12-19,6:00:00 PM,2020,Dec,3,19,Saturday,night,828,476,253,18:00 - 19:59,41,91,0
2127,41723940,128219,Italy Serie A3,3,Italy,Europe,10,2021-12-22,7:30:00 PM,2021,Dec,3,22,Wednesday,night,393,476,253,18:00 - 19:59,23,102,0
2128,35221800,1,France Ligue B,3,France,Europe,10,2021-12-22,7:00:00 PM,2021,Dec,3,22,Wednesday,night,393,476,253,18:00 - 19:59,23,102,0
2129,38395935,129142,Womens Middle European League,4,Slovakia,Europe,10,2021-12-22,6:30:00 PM,2021,Dec,3,22,Wednesday,night,393,476,253,18:00 - 19:59,23,102,0
2130,42447345,138203,Slovenian Cup,3,Slovenia,Europe,10,2021-12-22,7:30:00 PM,2021,Dec,3,22,Wednesday,night,393,476,253,18:00 - 19:59,23,102,1
2131,41729760,129649,Belgium Cup,3,Belgium,Europe,10,2021-12-22,7:30:00 PM,2021,Dec,3,22,Wednesday,night,393,476,253,18:00 - 19:59,23,102,0
2132,26170110,128336,Italy Serie A3,3,Italy,Europe,6,2020-12-23,6:00:00 PM,2020,Dec,3,23,Wednesday,night,393,476,253,18:00 - 19:59,27,85,0
2133,26170080,128349,Italy Serie A3,3,Italy,Europe,6,2020-12-23,7:00:00 PM,2020,Dec,3,23,Wednesday,night,393,476,253,18:00 - 19:59,27,85,1
2134,20783640,128089,France Ligue A,1,France,Europe,6,2020-12-23,6:00:00 PM,2020,Dec,3,23,Wednesday,night,393,476,253,18:00 - 19:59,27,85,1
2135,26520330,129584,Belgium Liga A,2,Belgium,Europe,6,2020-12-23,6:30:00 PM,2020,Dec,3,23,Wednesday,night,393,476,253,18:00 - 19:59,27,85,0
2136,25659165,129649,Belgium Liga A,2,Belgium,Europe,6,2020-12-23,6:30:00 PM,2020,Dec,3,23,Wednesday,night,393,476,253,18:00 - 19:59,27,85,0
2137,26300895,138489,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2020-12-23,6:00:00 PM,2020,Dec,3,23,Wednesday,night,393,476,253,18:00 - 19:59,27,85,0
2138,26627970,138307,Slovenia 1A. Dol,3,Slovenia,Europe,6,2020-12-23,6:00:00 PM,2020,Dec,3,23,Wednesday,night,393,476,253,18:00 - 19:59,27,85,1
2139,20783595,59059,France Ligue A,1,France,Europe,5,2020-12-22,6:00:00 PM,2020,Dec,3,22,Tuesday,night,182,476,253,18:00 - 19:59,23,38,0
2140,20783565,59111,France Ligue A,1,France,Europe,5,2020-12-22,7:00:00 PM,2020,Dec,3,22,Tuesday,night,182,476,253,18:00 - 19:59,23,38,0
2141,20800140,128687,France Ligue B,3,France,Europe,5,2020-12-22,6:00:00 PM,2020,Dec,3,22,Tuesday,night,182,476,253,18:00 - 19:59,23,38,0
2142,20800155,128479,France Ligue B,3,France,Europe,5,2020-12-22,7:00:00 PM,2020,Dec,3,22,Tuesday,night,182,476,253,18:00 - 19:59,23,38,0
2143,25196085,127933,France Ligue A Women,1,France,Europe,5,2020-12-22,7:00:00 PM,2020,Dec,3,22,Tuesday,night,182,476,253,18:00 - 19:59,23,38,0
2144,35221785,128661,France Ligue B,3,France,Europe,9,2021-12-21,7:30:00 PM,2021,Dec,3,21,Tuesday,night,182,476,253,18:00 - 19:59,11,46,0
2145,42267840,137878,Slovenia 1A. Dol Women,3,Slovenia,Europe,9,2021-12-21,7:00:00 PM,2021,Dec,3,21,Tuesday,night,182,476,253,18:00 - 19:59,11,46,0
2146,42579105,129116,Slovenian Women's Cup,3,Slovenia,Europe,9,2021-12-21,7:30:00 PM,2021,Dec,3,21,Tuesday,night,182,476,253,18:00 - 19:59,11,46,0
2147,41729775,129571,Belgium Cup,3,Belgium,Europe,9,2021-12-21,7:30:00 PM,2021,Dec,3,21,Tuesday,night,182,476,253,18:00 - 19:59,11,46,1
2148,35219085,58955,France Ligue A,1,France,Europe,10,2021-12-17,6:30:00 PM,2021,Dec,3,17,Friday,night,209,476,253,18:00 - 19:59,14,58,0
2149,35219100,57616,France Ligue A,1,France,Europe,10,2021-12-17,7:00:00 PM,2021,Dec,3,17,Friday,night,209,476,253,18:00 - 19:59,14,58,1
2150,35219115,128089,France Ligue A,1,France,Europe,10,2021-12-17,7:00:00 PM,2021,Dec,3,17,Friday,night,209,476,253,18:00 - 19:59,14,58,0
2151,35221695,128661,France Ligue B,3,France,Europe,10,2021-12-17,7:30:00 PM,2021,Dec,3,17,Friday,night,209,476,253,18:00 - 19:59,14,58,0
2152,38455890,129194,Middle European League,4,Austria,Europe,10,2021-12-17,7:00:00 PM,2021,Dec,3,17,Friday,night,209,476,253,18:00 - 19:59,14,58,0
2153,20783490,57616,France Ligue A,1,France,Europe,4,2020-12-18,7:00:00 PM,2020,Dec,3,18,Friday,night,209,476,253,18:00 - 19:59,9,28,1
2154,20800110,128492,France Ligue B,3,France,Europe,4,2020-12-18,6:00:00 PM,2020,Dec,3,18,Friday,night,209,476,253,18:00 - 19:59,9,28,0
2155,22419585,128232,France Ligue A Women,1,France,Europe,4,2020-12-18,6:00:00 PM,2020,Dec,3,18,Friday,night,209,476,253,18:00 - 19:59,9,28,0
2156,26298570,132145,Austria League,2,Austria,Europe,4,2020-12-18,7:20:00 PM,2020,Dec,3,18,Friday,night,209,476,253,18:00 - 19:59,9,28,0
2157,26298000,130832,Ukraine First League,4,Ukraine,Europe,4,2020-12-18,6:00:00 PM,2020,Dec,3,18,Friday,night,209,476,253,18:00 - 19:59,9,28,1
2158,42399510,129116,Slovenian Women's Cup,3,Slovenia,Europe,7,2021-12-20,6:00:00 PM,2021,Dec,3,20,Monday,night,53,476,253,18:00 - 19:59,6,20,0
2159,21779505,129844,UNIQA Extraliga,3,Czech Republic,Europe,6,2020-12-21,6:40:00 PM,2020,Dec,3,21,Monday,night,53,476,253,18:00 - 19:59,5,19,1
2160,20794515,127933,France Ligue A Women,1,France,Europe,2,2020-09-26,6:00:00 PM,2020,Sep,4,26,Saturday,night,828,388,9,18:00 - 19:59,6,15,0
2161,20794485,128180,France Ligue A Women,1,France,Europe,2,2020-09-26,6:00:00 PM,2020,Sep,4,26,Saturday,night,828,388,9,18:00 - 19:59,6,15,1
2162,22419390,128232,France Ligue A Women,1,France,Europe,2,2020-09-26,6:00:00 PM,2020,Sep,4,26,Saturday,night,828,388,9,18:00 - 19:59,6,15,1
2163,20794500,128258,France Ligue A Women,1,France,Europe,2,2020-09-26,6:00:00 PM,2020,Sep,4,26,Saturday,night,828,388,9,18:00 - 19:59,6,15,1
2164,21619470,129116,Slovenia 1A. Dol,3,Slovenia,Europe,4,2020-09-30,6:00:00 PM,2020,Sep,4,30,Wednesday,night,393,388,9,18:00 - 19:59,2,11,0
2165,21619455,137904,Slovenia 1A. Dol,3,Slovenia,Europe,4,2020-09-30,6:00:00 PM,2020,Sep,4,30,Wednesday,night,393,388,9,18:00 - 19:59,2,11,1
2166,38337405,128713,Iceland Super Cup,3,Iceland,Europe,7,2021-09-15,6:00:00 PM,2021,Sep,2,15,Wednesday,night,393,566,9,18:00 - 19:59,3,83,1
2167,21804765,128739,Iceland Mizunodeild KK,3,Iceland,Europe,2,2020-09-19,7:00:00 PM,2020,Sep,3,19,Saturday,night,828,476,9,18:00 - 19:59,6,15,0
2168,34824210,128843,Iceland Mizunodeild Women,4,Iceland,Europe,7,2021-09-22,7:00:00 PM,2021,Sep,3,22,Wednesday,night,393,476,9,18:00 - 19:59,3,83,0
2169,49526070,138645,Italy Serie A3,3,Italy,Europe,7,2022-05-22,4:00:00 PM,2022,May,3,22,Sunday,afternoon,606,666,24,16:00 - 17:59,12,62,0
2170,49526055,138671,Italy Serie A3,3,Italy,Europe,5,2022-05-21,5:00:00 PM,2022,May,3,21,Saturday,afternoon,1048,666,24,16:00 - 17:59,3,95,1
2171,49526025,128440,Italy Serie A3,3,Italy,Europe,6,2022-05-15,4:00:00 PM,2022,May,2,15,Sunday,afternoon,606,704,24,16:00 - 17:59,12,62,0
2172,31494615,128154,Italy Serie A3,3,Italy,Europe,3,2021-05-16,4:00:00 PM,2021,May,2,16,Sunday,afternoon,606,704,24,16:00 - 17:59,8,26,0
2173,31494585,128063,Italy Serie A3,3,Italy,Europe,3,2021-05-09,4:00:00 PM,2021,May,2,9,Sunday,afternoon,606,704,24,16:00 - 17:59,8,26,0
2174,31494570,128336,Italy Serie A3,3,Italy,Europe,3,2021-05-09,5:00:00 PM,2021,May,2,9,Sunday,afternoon,606,704,24,16:00 - 17:59,8,26,0
2175,31860810,128830,Iceland Mizunodeild KK,3,Iceland,Europe,3,2021-05-09,4:00:00 PM,2021,May,2,9,Sunday,afternoon,606,704,24,16:00 - 17:59,8,26,0
2176,48845235,141830,Italy Serie A3,3,Italy,Europe,4,2022-05-08,4:00:00 PM,2022,May,1,8,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,1
2177,49060020,138645,Italy Serie A3,3,Italy,Europe,4,2022-05-08,4:00:00 PM,2022,May,1,8,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,1
2178,48840660,141765,Italy Serie A3,3,Italy,Europe,5,2022-05-01,4:00:00 PM,2022,May,1,1,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,0
2179,49060005,128349,Italy Serie A3,3,Italy,Europe,5,2022-05-01,4:00:00 PM,2022,May,1,1,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,1
2180,48845175,138671,Italy Serie A3,3,Italy,Europe,5,2022-05-01,4:00:00 PM,2022,May,1,1,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,1
2181,48845160,128440,Italy Serie A3,3,Italy,Europe,5,2022-05-01,5:30:00 PM,2022,May,1,1,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,0
2182,49148010,129701,Portugal I Divisão,4,Portugal,Europe,5,2022-05-01,4:00:00 PM,2022,May,1,1,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,0
2183,49148085,130767,Portugal I Divisão Women,4,Portugal,Europe,5,2022-05-01,4:00:00 PM,2022,May,1,1,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,0
2184,48829890,129714,Portugal I Divisão Women,4,Portugal,Europe,5,2022-05-01,5:00:00 PM,2022,May,1,1,Sunday,afternoon,606,586,24,16:00 - 17:59,12,62,0
2185,31494540,128154,Italy Serie A3,3,Italy,Europe,3,2021-05-02,4:00:00 PM,2021,May,1,2,Sunday,afternoon,606,586,24,16:00 - 17:59,8,26,0
2186,31494555,128310,Italy Serie A3,3,Italy,Europe,3,2021-05-02,4:00:00 PM,2021,May,1,2,Sunday,afternoon,606,586,24,16:00 - 17:59,8,26,0
2187,31494510,138645,Italy Serie A3,3,Italy,Europe,3,2021-05-02,4:00:00 PM,2021,May,1,2,Sunday,afternoon,606,586,24,16:00 - 17:59,8,26,0
